game	M1_v0.7.8a6	10yard	\N	\N	\N	\N	\N	10-Yard Fight (World) [sound only]	1983	Irem	\N	\N	Irem M62	
game_rom	M1_v0.7.8a6	aliens	875b04.bin	\N	\N	262144	4e209ac8	09d9eaae61bfd04bf318555ccd44d7371571d86d	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	aliensec	\N	\N	\N	\N	\N	Alien Sector [sound only]	1985	Namco	\N	\N	Baraduke	
game_rom	M1_v0.7.8a6	aliensec	bd1_4.3b	\N	\N	16384	abda0fe7	f7edcb5f9fa47bb38a8207af5678cf4ccc243547	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aliensec	cus60-60a1.mcu	\N	\N	4096	076ea82a	22b5e62e26390d7d5cacc0503c7aa5ed524204df	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	aliensy2	\N	\N	aliensyn	aliensyn	\N	Alien Syndrome (set 2, System 16A, FD1089A 317-0033) [sound only]	1987	Sega	\N	\N	System 16 (sound type 2)	
game_rom	M1_v0.7.8a6	aliensy2	10705	\N	\N	32768	777b749e	086b03100064a98228f95db7962b2671121c46ea	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aliensy2	7751.bin	\N	\N	1024	6a9534fc	67ad94674db5c2aab75785668f610f6f4eccd158	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aliensy2	10706	\N	\N	32768	aa114acc	81a2b3586ae90bc7fc55b82478ffe182ac49983e	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aliensy2	10707	\N	\N	32768	800c1d82	aac4123bd35f87da09264649f4cf8326b2ba3cb8	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aliensy2	10708	\N	\N	32768	5921ef52	eff9978361692e6e60a9c6caf5740dd6182cfe4a	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	aliensyn	\N	\N	\N	\N	\N	Alien Syndrome (set 4, System 16B, unprotected) [sound only]	1987	Sega	\N	\N	System 16 (sound type 3)	
game_rom	M1_v0.7.8a6	aliensyn	epr10723.a7	\N	\N	32768	99953526	4a980370923fd5d3dc9e25d42a032c9e78c7ff47	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aliensyn	epr10724.a8	\N	\N	32768	f971a817	502c95638e4fd5f87e5fc837cb44b39a5d62f4e4	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aliensyn	epr10725.a9	\N	\N	32768	6a50e08f	d34b2ccadb8b07d5ad99cab5c5b5b79642c65574	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aliensyn	epr10726.a10	\N	\N	32768	d50b7736	b1f8e3b0cf2ffee5382098100cfabe21b383cd51	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	alpha1v	\N	\N	\N	\N	\N	Alpha One (Vision Electronics / Kyle Hodgetts) [sound only]	1988	Vision Electronics	\N	\N	Irem M62	
game_rom	M1_v0.7.8a6	alpha1v	1-a1	\N	\N	4096	9e07fdd5	ed4f462fcfe91fa8e88bfeaaba0a0c11fa0b4601	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	alpham2	\N	\N	\N	\N	\N	Alpha Mission II / ASO II - Last Guardian [sound only]	1991	SNK	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	alpham2	007-m1.bin	\N	\N	131072	28dfe2cd	1a1a99fb917c6c8db591e3be695ce03f843ee1df	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	alpham2	007-v1.bin	\N	\N	1048576	cd5db931	b59f9f2df29f49470312a6cd20f5669b6aaf51ff	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	alpham2	007-v2.bin	\N	\N	1048576	63e9b574	1ade4cd0b15c84dd4a0fb7f7abf0885eef3a3f71	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	alpinerd	\N	\N	\N	\N	\N	Alpine Racer (Rev. AR2 Ver.D) [sound only]	1995	Namco	\N	\N	Namco Super System 22	
game_rom	M1_v0.7.8a6	alpinerd	ar1datab.8k	\N	\N	524288	c26306f8	6d8d993c076d5ced523143a86bd0938b3794478d	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	alpinerd	ar1wavea.2l	\N	\N	2097152	dbf64562	454fd7d5b860f0e5557d8900393be95d6c992ad1	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	alpinesa	\N	\N	\N	\N	\N	Alpine Surfer (Rev. AF2 Ver.A) [sound only]	1996	Namco	\N	\N	Namco Super System 22	
game_rom	M1_v0.7.8a6	alpinesa	af1data.8k	\N	\N	524288	ef13ebe8	5d3f697994d4b5b19ee7fea1e2aef8e39449b68e	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	alpinesa	af1wavea.2l	\N	\N	4194304	28cca494	4ff87ab85fd17bf8dbee5b03d99cc5c31dd6349a	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	alpinr2b	\N	\N	\N	\N	\N	Alpine Racer 2 (Rev. ARS2 Ver.B) [sound only]	1996	Namco	\N	\N	Namco Super System 22	
game_rom	M1_v0.7.8a6	alpinr2b	ars2data.8k	\N	\N	524288	29b36dcb	70fde130c11789c822829493a70ecefb077c0c15	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	alpinr2b	ars1wavea.2l	\N	\N	4194304	f8d107e9	5c418691f0b35403553f21f5570eda8bbb66890f	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	alpinr2b	ars2waveb.1l	\N	\N	4194304	deab4ad1	580ad88d516280baaf6cc92b2e07cdc0cfc486f3	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	altbeast	\N	\N	\N	\N	\N	Altered Beast (set 7, 8751 317-0078) [sound only]	1988	Sega	\N	\N	System 16 (sound type 3)	
game_rom	M1_v0.7.8a6	altbeast	epr-11671.a10	\N	\N	32768	2b71343b	8a657f787de2b9d5161ed2c109642a148348af09	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	altbeast	opr-11672.a11	\N	\N	131072	bbd7f460	bbc5c2219cb3a827d84062b19affd9780da2a3cf	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	altbeast	opr-11673.a12	\N	\N	131072	400c4a36	de4bdfa91734410e0a7f6a16bf8336db172f458a	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	amazon	\N	\N	\N	\N	\N	Soldier Girl Amazon [sound only]	1986	Nichibutsu	\N	\N	Terra Cresta (OPL)	
game_rom	M1_v0.7.8a6	amazon	1.15b	\N	\N	16384	55a8b5e7	d3f5609c1b97a54c505d12dd22f7454c88c90fb9	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	amazon	2.17b	\N	\N	16384	427a7cca	b30e3dd4f685c4095478972d38bb9616369a51bf	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	amazon	3.18b	\N	\N	16384	b8cceaf7	5682df3193ad1dfef366353921bfa7af08aec055	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	amidar	\N	\N	\N	\N	\N	Amidar [sound only]	1981	Konami	\N	\N	Scramble / Super Cobra	
game_rom	M1_v0.7.8a6	amidar	amidar.5c	\N	\N	4096	c4b66ae4	9d09dbde4019f7be3abe0815b0e06d542c01c255	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	amidar	amidar.5d	\N	\N	4096	806785af	c8c85e3a6a204feccd7859b4527bd649e96134b4	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	andretti	\N	\N	\N	\N	\N	Mario Andretti (pinball) [sound only]	1995	Gottlieb	\N	\N	Gottlieb System 3	
game_rom	M1_v0.7.8a6	andretti	yrom1.bin	\N	\N	32768	4ffb15b0	de4e9b2ccca865deb2595320015a149246795260	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	andretti	drom1.bin	\N	\N	32768	d472210c	4607e6f928cb9a5f41175210ba0427b6cd50fb83	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	andretti	arom1.bin	\N	\N	524288	918c3270	aa57d3bfba01e701b02ca7e4f0946144cfb7d4b1	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	andretti	arom2.bin	\N	\N	262144	3c61a2f7	65cfb5d1261a1b0c219e1786b6635d7b0a188040	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	androdun	\N	\N	\N	\N	\N	Andro Dunos [sound only]	1992	Visco	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	androdun	049-m1.bin	\N	\N	131072	1a009f8c	7782dfe48e143417f34fba5353e6deb63efeaa8a	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	androdun	049-v1.bin	\N	\N	524288	577c85b3	2c3072401fe73497dca0e9009ae2ba4053fe936d	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	androdun	049-v2.bin	\N	\N	524288	e14551c4	763a9912b9df55defb190af3f29ae034f6dd78d6	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	anteater	\N	\N	\N	\N	\N	Anteater [sound only]	1982	[Stern] (Tago license)	\N	\N	Scramble / Super Cobra	
game_rom	M1_v0.7.8a6	anteater	ra4-5c	\N	\N	2048	87300b4f	b81b685ac1d353ff1cd40b876a7478b87b85e7a9	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	anteater	ra4-5d	\N	\N	2048	af4e5ffe	62717a233cf9f58267af4a9e1c80479b373ab317	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	aodk	\N	\N	\N	\N	\N	Aggressors of Dark Kombat / Tsuukai GANGAN Koushinkyoku [sound only]	1994	ADK / SNK	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	aodk	074-m1.bin	\N	\N	131072	5a52a9d1	ef913a9a55d29d5dd3beab1ce6039d64ce9b1a5b	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aodk	074-v1.bin	\N	\N	2097152	7675b8fa	29f4facf89d551237b31bf779693cbbbc94e1ede	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aodk	074-v2.bin	\N	\N	2097152	a9da86e9	ff65af61e42b79a75060a352b24077d1fa28c83f	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	aof	\N	\N	\N	\N	\N	Art of Fighting / Ryuuko no Ken [sound only]	1992	SNK	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	aof	044-m1.bin	\N	\N	131072	981345f8	5eb6a5a3f633d74a48555808e2562a0ba16d8675	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aof	044-v2.bin	\N	\N	2097152	3ec632ea	e3f413f580b57f70d2dae16dbdacb797884d3fce	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aof	044-v4.bin	\N	\N	2097152	4b0f8e23	105da0cc5ba19869c7147fba8b177500758c232b	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	aof2	\N	\N	\N	\N	\N	Art of Fighting 2 / Ryuuko no Ken 2 (set 1) [sound only]	1994	SNK	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	aof2	056-m1.bin	\N	\N	131072	f27e9d52	dddae733d87ce7c88ad2580a8f64cb6ff9572e67	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aof2	056-v1.bin	\N	\N	2097152	4628fde0	ece2a50f5270d844d58401b1447d1d856d78ea45	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aof2	056-v2.bin	\N	\N	2097152	b710e2f2	df4da585203eea7554d3ce718eb107e9cb6a0254	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aof2	056-v3.bin	\N	\N	1048576	d168c301	969273d1d11943e81560959359a2c4e69522af0e	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	aof3	\N	\N	\N	\N	\N	Art of Fighting 3 - The Path of the Warrior / Art of Fighting - Ryuuko no Ken Gaiden [sound only]	1996	SNK	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	aof3	096-m1.bin	\N	\N	131072	cb07b659	940b379957c2987d7ab0443cb80c3ff58f6ba559	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aof3	096-v1.bin	\N	\N	2097152	e2c32074	69426e7e63fc31a73d1cd056cc9ae6a2c4499407	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aof3	096-v2.bin	\N	\N	2097152	a290eee7	e66a98cd9740188bf999992b417f8feef941cede	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aof3	096-v3.bin	\N	\N	2097152	199d12ea	a883bf34e685487705a8dafdd0b8db15eb360e80	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	apb	\N	\N	\N	\N	\N	APB - All Points Bulletin (rev 7) [sound only]	1987	Atari Games	\N	\N	Atari System 2	
game_rom	M1_v0.7.8a6	apb	136051-5134.2a	\N	\N	16384	1c8bdeed	bbdbbb9a4903f98842d9a697410a2e3a2069284c	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	apb	136051-5135.2bc	\N	\N	16384	ed6adb91	b1f1f0d1bda445a53de798fb6847c605afe53e3c	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	apb	136051-5136.2d	\N	\N	16384	341f8486	4cea39c0d8551ce7193e51de341f7297a94b8d9b	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	apollo13	\N	\N	\N	\N	\N	Apollo 13 (pinball) [sound only]	1995	Sega	\N	\N	Tattoo Assassins	
game_rom	M1_v0.7.8a6	apollo13	apollo13.u7	\N	\N	65536	e58a36b8	ae60470a7b6c41cd40dbb7c0bea6f2f148f7b088	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	apollo13	apollo13.u17	\N	\N	524288	4e863aca	264f9176a1abf758b7a894d83883330ef91b7388	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	apollo13	apollo13.u21	\N	\N	524288	28169e37	df5209d24187b546a4296fc4629c58bf729349d2	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	apollo13	apollo13.u36	\N	\N	524288	cede5e0f	fa3b5820ed58e57b3c6185d91e9aea28aebc28d7	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	aquajack	\N	\N	\N	\N	\N	Aqua Jack (World) [sound only]	1990	Taito Corporation Japan	\N	\N	Taito Z System	
game_rom	M1_v0.7.8a6	aquajack	b77-20.rom	\N	\N	65536	84ba54b7	84e51c1a6a5b4eb2a65f4a6d9d54037323348f50	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aquajack	b77-08.rom	\N	\N	524288	119b9485	2c9cd90be20df769e09016abccf59c8f119da286	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aquajack	b77-09.rom	\N	\N	524288	948e5ad9	35cd6706470f01b5a244817d10fc65c075ff29b1	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	aquarium	\N	\N	\N	\N	\N	Aquarium (Japan) [sound only]	1996	Excellent System	\N	\N	Aquarium	
game_rom	M1_v0.7.8a6	aquarium	aquar5	\N	\N	262144	fa555be1	07236f2b2ba67e92984b9ddf4a8154221d535245	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aquarium	aquar4	\N	\N	524288	9a4af531	bb201b7a6c9fd5924a0d79090257efffd8d4aba1	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	aquarush	\N	\N	\N	\N	\N	Aqua Rush (AQ1/VER.A1) [sound only]	1999	Namco	\N	\N	Namco System 12	
game_rom	M1_v0.7.8a6	aquarush	aq1vera.11s	\N	\N	524288	78277e02	577ebb6d7ab5e304fb1dc1e7fd5649762e0d1786	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	aquarush	aq1wave0.2	\N	\N	8388608	0cf7278d	aee31e4d9b3522f42325071768803c542aa6de09	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	arabfgt	\N	\N	\N	\N	\N	Arabian Fight (World) [sound only]	1992	Sega	\N	\N	System 32	
game_rom	M1_v0.7.8a6	arabfgt	epr14596.36	\N	\N	131072	bd01faec	c909dcb8ef2672c4b0060d911d295e445ca311eb	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	arabfgt	mpr14595f.35	\N	\N	1048576	5173d1af	dccda644488d0c561c8ff7fa9619bd9504d8d9c6	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	arabfgt	mpr14594f.34	\N	\N	1048576	01777645	7bcbe7687bd80b94bd3b2b3099cdd036bf7e0cd3	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	arabfgt	mpr14593f.24	\N	\N	1048576	aa037047	5cb1cfb235bbbf875d2b07ac4a9130ba13d47e57	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	arabianm	\N	\N	\N	\N	\N	Arabian Magic (Ver 1.0O 1992/07/06) [sound only]	1992	Taito Corporation Japan	\N	\N	F3/Super Z/JC Systems	
game_rom	M1_v0.7.8a6	arabianm	d29-18.rom	\N	\N	131072	d97780df	d0f9d2fd7ce13f620bb44083bf012f67dda4b10b	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	arabianm	d29-19.rom	\N	\N	131072	b1ad365c	1cd26d8feaaa06b50dfee32e9b7950b8ee92ac55	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	arabianm	d29-23.rom	\N	\N	262144	89a0c706	d0df02be2b63566ec776bb13947f975062766a01	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	arabianm	d29-22.rom	\N	\N	262144	4afc22a4	9579d134a1e4b0c86af9b41d136acfe6cc7f6624	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	arabianm	d29-21.rom	\N	\N	262144	ac32eb38	19d8d965497e41a7a2f490a197322da7fd1fa40a	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	arabianm	d29-25.rom	\N	\N	262144	b9b652ed	19cceef87884adeb03e5e330159541a1e503a7f2	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	arabianm	d29-01.rom	\N	\N	2097152	545ac4b3	f89513fca8a03cab11160aa1f0a9c3adbc8bda08	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	arabianm	d29-02.rom	\N	\N	1048576	ed894fe1	5bf2fb6abdcf25bc525a2c3b29dbf7aca0b18fea	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	archrivl	\N	\N	\N	\N	\N	Arch Rivals (rev 4.0) [sound only]	1989	Bally Midway	\N	\N	Williams Y-Unit CVSD	
game_rom	M1_v0.7.8a6	archrivl	u4.snd	\N	\N	32768	96b3c652	1bb576d0bf6b6b8df24e7b9352a33e97dd8ebdcb	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	archrivl	u19.snd	\N	\N	32768	c4b3dc23	87e6eaec82d749ad28e0fa3d0efecd8a4aaf5cd7	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	archrivl	u20.snd	\N	\N	32768	f7907a02	3fabb2b7fd82e773d7b6db53c5328b5866d70617	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	arescue	\N	\N	\N	\N	\N	Air Rescue [sound only]	1992	Sega	\N	\N	System 32	
game_rom	M1_v0.7.8a6	arescue	epr14513.35	\N	\N	262144	f9a884cd	73010fff5e0257355e08e78838c74af86ed364ce	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	arescue	mpr14512.31	\N	\N	524288	9da48051	2d41148d089a75362ed0fde577eca919213ac666	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	arescue	mpr14511.26	\N	\N	524288	074c53cc	9c89843bbe8058123c25b7f8f86de754ddbca2bb	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	arescue	mpr14510.22	\N	\N	524288	5ea6d52d	d424082468940bb91ab424ac7812839792ed4e88	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	arkarea	\N	\N	\N	\N	\N	Ark Area [sound only]	1987	UPL	\N	\N	Mutant Night	
game_rom	M1_v0.7.8a6	arkarea	arkarea.013	\N	\N	32768	2d409d58	6344b43db5459691728c3f843b643c84ea71dd8e	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	arknid2j	\N	\N	arknoid2	arknoid2	\N	Arkanoid - Revenge of DOH (Japan) [sound only]	1987	Taito Corporation	\N	\N	The New Zealand Story	
game_rom	M1_v0.7.8a6	arknid2j	b08_06.3e	\N	\N	65536	adfcd40c	f91299407ed21e2dd244c9b1a315b27ed32f5514	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	arknid2u	\N	\N	arknoid2	arknoid2	\N	Arkanoid - Revenge of DOH (US) [sound only]	1987	Taito America Corporation (Romstar license)	\N	\N	The New Zealand Story	
game_rom	M1_v0.7.8a6	arknid2u	b08_12.3e	\N	\N	65536	dc84e27d	d549d8c9fbec0521517f0c5f5cee763e27d48633	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	arknoid2	\N	\N	\N	\N	\N	Arkanoid - Revenge of DOH (World) [sound only]	1987	Taito Corporation Japan	\N	\N	The New Zealand Story	
game_rom	M1_v0.7.8a6	arknoid2	b08_13.3e	\N	\N	65536	e8035ef1	9a54e952cff0036c4b6affd9ffb1097cdccbe255	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	arkretrn	\N	\N	\N	\N	\N	Arkanoid Returns (Ver 2.02J 1997/02/10) [sound only]	1997	Taito Corporation	\N	\N	F3/Super Z/JC Systems	
game_rom	M1_v0.7.8a6	arkretrn	e36-12	\N	\N	262144	3bae39be	777142ecc24799b934ed51ac4cd8700bb6da7e3c	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	arkretrn	e36-13	\N	\N	262144	94448e82	d7766490318623be770545918391c5e6144dd619	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	arkretrn	e36-11	\N	\N	262144	b50cfb92	dac69fc9ef03315b11bb94d19e3dfdc8867b08ed	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	arkretrn	e36-10	\N	\N	262144	c940dba1	ec87c9e4250f8b2f15094681a4783bca8c68f576	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	arkretrn	e36-09	\N	\N	262144	f16985e0	a74cfee8f958e7a32354d4353eeb199a7fb1ce64	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	arkretrn	e36-08	\N	\N	262144	aa699e1b	6bde0759940e0f238e4fa5bd228115574ff927d8	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	arkretrn	e36-04	\N	\N	2097152	2250959b	06943f1b72bdf325485356a01278d88aeae93d87	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	armedf	\N	\N	\N	\N	\N	Armed Formation [sound only]	1988	Nichibutsu	\N	\N	Legion	
game_rom	M1_v0.7.8a6	armedf	af_10.rom	\N	\N	65536	c5eacb87	33af84b48fbda26729975b02cfb70f23c0bce6a2	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	armorcar	\N	\N	\N	\N	\N	Armored Car (set 1) [sound only]	1981	Stern	\N	\N	Scramble / Super Cobra	
game_rom	M1_v0.7.8a6	armorcar	sound.5c	\N	\N	2048	54ee7753	3ebfa2cadf33acb4d24aa50cfa4713355cc780a3	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	armorcar	sound.5d	\N	\N	2048	5218fec0	c8f84f1e6aafc544e5acf48b245e8b1edb63211e	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	armwar	\N	\N	\N	\N	\N	Armored Warriors (Euro 941024) [sound only]	1994	Capcom	\N	\N	Capcom QSound (CPS version)	
game_rom	M1_v0.7.8a6	armwar	pwg.01	\N	\N	131072	18a5c0e4	bb1353dd74884aaeec9b5f1d0b284d9cad53c0ff	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	armwar	pwg.02	\N	\N	131072	c9dfffa6	64e71028befe9a2514074be765dd020e1d2ea70b	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	armwar	pwg.11m	\N	\N	2097152	a78f7433	e47ffba7b9dac9d0dda985c5d966194be18260f7	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	armwar	pwg.12m	\N	\N	2097152	77438ed0	733ca6c6a792e66e2aa12c5fc06dd459527afe4b	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	ashura	\N	\N	\N	\N	\N	Ashura Blaster (Japan) [sound only]	1990	Taito Corporation	\N	\N	Taito AIR/B/Dual68k/H/F2 Systems	
game_rom	M1_v0.7.8a6	ashura	c43-16	\N	\N	65536	cb26fce1	7cc60326455c7bb2ca543ddfd4002462cc079837	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	ashura	c43-01	\N	\N	524288	db953f37	252591b676366d4828acb20c77aa9960ad9b367e	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	assault	\N	\N	\N	\N	\N	Assault [sound only]	1988	Namco	\N	\N	Namco System 2	
game_rom	M1_v0.7.8a6	assault	at1snd0.bin	\N	\N	131072	1d1ffe12	5a49bf1eef981df69abac28132af65670ba01118	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	assault	atvoi1.bin	\N	\N	524288	d36a649e	30173f32c6ec9dda6b8946baa14266e828b0324e	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	asterix	\N	\N	\N	\N	\N	Asterix (ver EAD) [sound only]	1992	Konami	\N	\N	Asterix	
game_rom	M1_v0.7.8a6	asterix	aster5f.bin	\N	\N	65536	d3d0d77b	bfa77a8bf651dc27f481e96a2d63242084cc214c	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	asterix	aster1e.bin	\N	\N	2097152	6df9ec0e	cee60312e9813bd6579f3ac7c3c2521a8e633eca	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	astorm	\N	\N	\N	\N	\N	Alien Storm (set 4, 2 Players, FD1094 317-?) [sound only]	1990	Sega	\N	\N	System 18	
game_rom	M1_v0.7.8a6	astorm	ep13083a.bin	\N	\N	131072	e7528e06	1f4e618692c20aeb316d578c5ded12440eb072ab	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	astorm	epr13076.bin	\N	\N	262144	94e6c76e	f99e58a9bf372c41af211bd9b9ea3ac5b924c6ed	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	astorm	epr13077.bin	\N	\N	262144	e2ec0d8d	225b0d223b7282cba7710300a877fb4a2c6dbabb	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	astorm	epr13078.bin	\N	\N	262144	15684dc5	595051006de24f791dae937584e502ff2fa31d9c	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	astyanax	\N	\N	\N	\N	\N	The Astyanax [sound only]	1989	Jaleco	\N	\N	Jaleco Mega System 1 (68k version)	
game_rom	M1_v0.7.8a6	astyanax	astyan5.bin	\N	\N	65536	11c74045	00310a08a1c9a08050004e39b111b940142f8dea	\N	\N	\N	\N	\N	\N	
