game	HiVE_v1.04	amidar	\N	\N	\N	\N	\N	Amidar	1982	Konami (Stern license)	\N	\N	\N	
game_rom	HiVE_v1.04	zookeep	za25	\N	\N	4096	779b8558	7312e63c23d92c9c52e93cc445a718bc8fe35a0a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	zookeep	za26	\N	\N	4096	60a810ce	d97e5acea0ef1c208f8e5e95024c83dd6bc9b028	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	zookeep	za27	\N	\N	4096	99ed424e	e4e543dcb77f153aeb78904d11b95381d039299e	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	zookeep	za3	\N	\N	4096	cc4d0aee	05c0025e96b432088b46100051a2c780e46b7457	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	zookeep	za4	\N	\N	4096	ec3b10b1	44303ab923d776052ca4d2d09a6a4315d67adc4b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	zookeep	za5	\N	\N	4096	dc0c3cbd	8335cd91bbacc680a3a98a5242d4cb5a6f61b2b5	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	zookeep	za6	\N	\N	4096	27c787dd	1142790d875573d0c39d846aba4b06946fd2bc88	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	zookeep	za7	\N	\N	4096	1479f480	bd0e9eead0f1213eb3b9653c73257bc704346ab0	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	zookeep	za8	\N	\N	4096	4c96cdb2	67e506462317d882c4e5c2e16318411d4958ac63	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	zookeep	za9	\N	\N	4096	a4f7d9e0	a958b4d305bb397aa46d8fdab9dc7e472237ca11	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	zookeep	zb12	\N	\N	4096	4e40d8dc	dd7923dcb55a2a1ae0f2029caf5a8904a9ebe8b1	\N	\N	\N	\N	\N	\N	
