game	ZiNc_v1.1	starglad	\N	\N	\N	cpzn1	\N	Star Gladiator (US 960627)	1996	Capcom	\N	\N	\N	
game_rom	ZiNc_v1.1	primglex	pg1rm0u.5	\N	\N	4194304	2a503f2f	206b9c9204be22241d2a3e017b96c3a103f5a976	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	primglex	pg1rm0l.6	\N	\N	4194304	54cef992	5ba81353b1dddc1c6640fc4c15df81535e7a6ae8	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	primglex	pg1rm1u.3	\N	\N	4194304	1ee41152	d240e6ba820aa2aa4f12380c255f624f91aed564	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	primglex	pg1rm1l.8	\N	\N	4194304	59b5a71c	ddc1f0a5488466166c21fd0c84ab2b4cf04316bf	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	primglex	pg1sprg.6d	\N	\N	262144	e7c3396d	12bbb8ebcaab1b40462a12917dd9b58bd9ab8663	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	primglex	pg1wave.8k	\N	\N	4194304	fc9ad9eb	ce5bb2288ed8cf1348825c39423cbb99d9324b9c	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	weddingr	\N	\N	\N	konamigv	\N	Wedding Rhapsody (GX624 JAA)	1997	Konami	\N	\N	\N	
game_rom	ZiNc_v1.1	weddingr	999a01.7e	999a01.7e	\N	524288	ad498d2d	02a82a2fe1fba0404517c3602324bfa64e23e478	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	weddingr	weddingr.25c	\N	\N	128	b90509a0	41510a0ceded81dcb26a70eba97636d38d3742c3	\N	user2	\N	\N	\N	\N	
game_disk	ZiNc_v1.1	weddingr	weddingr	\N	e6481c367ad24aa285e51c01221a169b1b74b15f	\N	disks	\N	\N	
game	ZiNc_v1.1	hyperath	\N	\N	\N	konamigv	\N	Hyper Athlete (GV021 JAPAN 1.00)	1996	Konami	\N	\N	\N	
game_rom	ZiNc_v1.1	hyperath	999a01.7e	999a01.7e	\N	524288	ad498d2d	02a82a2fe1fba0404517c3602324bfa64e23e478	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	hyperath	hyperath.25c	\N	\N	128	20a8c435	a0f203a999757fba68b391c525ac4b9684a57ba9	\N	user2	\N	\N	\N	\N	
game_disk	ZiNc_v1.1	hyperath	hyperath	\N	dfe0a68258cf33ca09639a752611302b361698e8	\N	disks	\N	\N	
game	ZiNc_v1.1	pbball96	\N	\N	\N	konamigv	\N	Powerful Baseball '96 (GV017 JAPAN 1.03)	1996	Konami	\N	\N	\N	
game_rom	ZiNc_v1.1	pbball96	999a01.7e	999a01.7e	\N	524288	ad498d2d	02a82a2fe1fba0404517c3602324bfa64e23e478	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	pbball96	pbball96.25c	\N	\N	128	405a7fc9	e2d978f49748ba3c4a425188abcd3d272ec23907	\N	user2	\N	\N	\N	\N	
game_disk	ZiNc_v1.1	pbball96	pbball96	\N	a056138fc68bd1580b1de89b622b159150413a3f	\N	disks	\N	\N	
game	ZiNc_v1.1	susume	\N	\N	\N	konamigv	\N	Susume! Taisen Puzzle-Dama (GV027 JAPAN 1.20)	1996	Konami	\N	\N	\N	
game_rom	ZiNc_v1.1	susume	999a01.7e	999a01.7e	\N	524288	ad498d2d	02a82a2fe1fba0404517c3602324bfa64e23e478	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	susume	susume.25c	\N	\N	128	52f17df7	b8ad7787b0692713439d7d9bebfa0c801c806006	\N	user2	\N	\N	\N	\N	
game_disk	ZiNc_v1.1	susume	susume	\N	2e83d3a0b45ed740e2ab27d259347b20b87a3eaf	\N	disks	\N	\N	
game	ZiNc_v1.1	fgtlayer	\N	\N	\N	\N	\N	Fighting Layer (FTL0/VER.A)	1998	Arika/Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	fgtlayer	ftl1vera.2e	\N	\N	2097152	f4156e79	cedb917940be8c74fa4ddb48213ce6917444e306	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	fgtlayer	ftl1vera.2j	\N	\N	2097152	c65b57c0	0051aa46d09fbe9d896ae5f534e21955373f1d46	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	fgtlayer	ftl1rm0.9	\N	\N	8388608	e33ce365	f7e5b98d2e8e5f233265909477c84331f016ebfb	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	fgtlayer	ftl1rm1.10	\N	\N	8388608	a1ec7d08	e693a0b16235c44d4165b2f53dc25d5288297c27	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	fgtlayer	ftl1rm2.11	\N	\N	8388608	204be858	95b22b678b7d11b0ec907698c18cebd84437c656	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	fgtlayer	ftl1fl3l.7	\N	\N	2097152	e4fb01e1	c7883e86afb58412281a317bfdf62a21488421be	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	fgtlayer	ftl1fl3h.8	\N	\N	2097152	67a5c56f	6f0a4f93b4975b24efb26c3dd47b791c92c55fbf	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	fgtlayer	ftl1fl4l.5	\N	\N	2097152	8039242c	9c3f9637d7cd0c004c0c39aee815eed228ebad20	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	fgtlayer	ftl1fl4h.6	\N	\N	2097152	5ad59726	b3a68f7ba2052b99407a5423223202001f2a4f67	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	fgtlayer	ftl1vera.11s	\N	\N	524288	e3f957cd	1c7f2033025fb9c40654cff26d78697baf697c59	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	fgtlayer	ftl1wav0.2	\N	\N	8388608	ee009a2b	c332bf59917b2673d7acb864bf92d25d74a350b6	\N	sound1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	fgtlayer	ftl1wav1.1	\N	\N	8388608	a54a89cd	543b47c6442f7a78e26992b041235a91d719bb89	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	ehrgeiz	\N	\N	\N	\N	\N	Ehrgeiz (EG3/VER.A)	1998	Square/Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	ehrgeiz	eg3vera.2l	\N	\N	2097152	64c00ff0	fc7980bc8d98c810aed2eb6b3265d150784dfc15	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	ehrgeiz	eg3vera.2p	\N	\N	2097152	e722c030	4669a7861c14d97048728989708a0fa3733f83a8	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	ehrgeiz	eg1rm0l.12	\N	\N	8388608	fe11a48e	bdb2af5949bb4a324dab01489e9488aa5b9bd129	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	ehrgeiz	eg1rm0u.11	\N	\N	8388608	7cb90c25	0ff6f7bf8b7eb2e0706bd235fcb9a95ea639fae6	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	ehrgeiz	eg1fl1l.9	\N	\N	2097152	dd4cac2b	f49d0055303b3d8639e94f93bce6bf160cc99913	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	ehrgeiz	eg1fl1u.10	\N	\N	2097152	e3348407	829bf1be0f74fd385e325d774f1449e28aba1e4d	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	ehrgeiz	eg1fl2l.7	\N	\N	2097152	34493262	9dd5b1b25e7232460bf5ee5b339d9f536ec26979	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	ehrgeiz	eg1fl2u.8	\N	\N	2097152	4fb84f1d	714e0ef56871d7b4568bc6dda08bbb1c01dbba37	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	ehrgeiz	eg1fl3l.5	\N	\N	2097152	f9441f87	70944160620ba2fc80b4fc3a7b61c33622298a8b	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	ehrgeiz	eg1fl3u.6	\N	\N	2097152	cea397de	3791dbadb5699c805c27930e59c61af4d62f77f7	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	ehrgeiz	eg3vera.11s	\N	\N	524288	9e44645e	374eb4a4c09d6b5b7af5ff0efec16b4d2aacbe2b	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	ehrgeiz	eg1wav0.2	\N	\N	8388608	961fe69f	0189a061959a8d94b9d2db627911264faf9f28fd	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	mrdrillr	\N	\N	\N	\N	\N	Mr Driller (DRI1/VER.A2)	1999	Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	mrdrillr	dri1vera.2l	\N	\N	2097152	751ca21d	1c271bba83d387c797ce8daa43885bcb6e1a51a6	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	mrdrillr	dri1vera.2p	\N	\N	2097152	2a2b0704	5a8b40c6cf0adc43ca2ee0c576ec82f314aacd2c	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	mrdrillr	dri1rm0l.6	\N	\N	4194304	021bb2fa	bfe3e46e9728d5b5a692f432515267ff8b8255e7	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	mrdrillr	dri1rm0u.9	\N	\N	4194304	5aae85ea	a54dcc050c12ed3d77efc328e366e99c392eb139	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	mrdrillr	dri1vera.11s	\N	\N	524288	33ea9c0e	5018d7a1a45ec3133cd928435db8804f66321924	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	mrdrillr	dri1wav0.5	\N	\N	8388608	32928df1	79af92a2d24a0e3d5bfe1785776b0f86a93882ce	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	aquarush	\N	\N	\N	\N	\N	Aqua Rush (AQ1/VER.A1)	1999	Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	aquarush	aq1vera.2l	\N	\N	2097152	91eb9258	30e225eb551bfe1bed6b342dd6d597345d64b677	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	aquarush	aq1vera.2p	\N	\N	2097152	a92f21aa	bde33f1f66aaa55031c6b2972b042eef87047cce	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	aquarush	aq1rm0.7	\N	\N	8388608	3e64dd33	dce3bb84c3069bc202d04f24d7702158dd3194d4	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	aquarush	aq1rm1.8	\N	\N	8388608	e4d415cf	bbd244adaf704d7daf7341ff3b0a92162927a59b	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	aquarush	aq1vera.11s	\N	\N	524288	78277e02	577ebb6d7ab5e304fb1dc1e7fd5649762e0d1786	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	aquarush	aq1wav0.2	\N	\N	8388608	0cf7278d	aee31e4d9b3522f42325071768803c542aa6de09	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	pacapp	\N	\N	\N	\N	\N	Paca Paca Passion (PPP1/VER.A2)	1999	Produce/Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	pacapp	ppp1vera.2l	\N	\N	2097152	6e74bd05	41a2e06538cea3bced2992f5858a3f0cd1c0b4aa	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	pacapp	ppp1vera.2p	\N	\N	2097152	b7a2f724	820ae04ec416b8394a1d919279748bde3460cb96	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	pacapp	ppp1rm0l.6	\N	\N	4194304	b152fdd8	23c5c07680a62e941a7b1a28897f986dd9399801	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	pacapp	ppp1rm0u.9	\N	\N	4194304	c615c26e	db1aae37ebee2a74636415e4b1b0b17790a6a67e	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	pacapp	ppp1rm1l.7	\N	\N	4194304	46eaedbd	afe3c966fcf083d89b45d44d871bed1b8caa3014	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	pacapp	ppp1rm1u.10	\N	\N	4194304	32f27dce	06de870b83c972403d96b8b9a8ee5a192a99451d	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	pacapp	ppp1rm2l.8	\N	\N	4194304	dca7e5ed	b43b6e086912009295ceae11d2d540733353d7b6	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	pacapp	ppp1rm2u.11	\N	\N	4194304	cada7a0d	e8d927a4680911b77de1d906b5e0140697e9c67b	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	pacapp	ppp1vera.11s	\N	\N	524288	22242317	e46bf3c594136168faedebbd59f53ff9a6ecf3c1	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	pacapp	ppp1wav0.5	\N	\N	8388608	184ccc7d	b74638cebef209638c625aac7e8c5b924f56a8bb	\N	sound1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	pacapp	ppp1wav1.4	\N	\N	8388608	cbcf74c5	a089277c9befc87b5bbe0d4e5b8187a4ad5ef143	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	glpracr3	\N	\N	\N	tps	\N	Gallop Racer 3 (JAPAN)	1999	Tecmo	\N	\N	\N	
game_rom	ZiNc_v1.1	glpracr3	coh-1002m.353	coh-1002m.353	\N	524288	69ffbcb4	03eb2febfab3fcde716defff291babd9392de965	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	glpracr3	gra3u119.119	\N	\N	1048576	aba69017	670b895ee7d36bc5a00f6b0df7ce965517986617	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	glpracr3	gra3u120.120	\N	\N	1048576	8aa98d99	9dc1ba89e37a5c2955ee027e4e5aa0ae71e09f9b	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	glpracr3	gra3-0.216	\N	\N	4194304	b405ee65	8ba9872e4c166e3b659a2802554bf1e964f64620	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	glpracr3	gra3-1.217	\N	\N	4194304	a06f05ac	ade224533d75c64cb188b78bdca908c1fa882492	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	glpracr3	gra3-2.218	\N	\N	4194304	31793f9b	310c2dff84d17c9ed7f59e249b22e9394edcb444	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	glpracr3	gra3-3.219	\N	\N	4194304	d59fb3eb	2db2cc1d4884d54c415531053319f2b2ad65361f	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	glpracr3	gra3-4.220	\N	\N	4194304	59a0a105	6a585c9eaa8d9b5dad798d9d28d73f04bc838114	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	glpracr3	gra3-5.221	\N	\N	4194304	4994fb17	59b3e6c333e55ca8b6b4b00cd52b51e3e59a5657	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	glpracr3	gra3-6.222	\N	\N	4194304	1362c1af	eae5b3cb11d361b3aa3f572e49800c0b2e3544ca	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	glpracr3	gra3-7.223	\N	\N	4194304	73565e1f	74311ee94e3abc8428b4a8b1c6c3dacd883b5646	\N	user2	\N	\N	\N	\N	
game	ZiNc_v1.1	shngmtkb	\N	\N	\N	tps	\N	Shanghai Matekibuyuu	1998	Sunsoft / Activision	\N	\N	\N	
game_rom	ZiNc_v1.1	shngmtkb	coh-1002m.353	coh-1002m.353	\N	524288	69ffbcb4	03eb2febfab3fcde716defff291babd9392de965	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	shngmtkb	shmj-b.119	\N	\N	524288	65522c67	b5981e5859aab742a87d6742feb9c55a3e6ba13f	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	shngmtkb	shmj-a.120	\N	\N	524288	a789defa	f8f0d1c9e3492cda652a9561ef1d549b92f73efd	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	shngmtkb	sh-00.217	\N	\N	4194304	081fed1c	fb18add9521b8b104329871b4c1b8ae5e0254f8b	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	shngmtkb	sh-01.218	\N	\N	4194304	5a84ea96	af4972cc10706999361d7505b975f5f1e1fc6761	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	shngmtkb	sh-02.219	\N	\N	4194304	c8f80d76	51e4eac6cec8e37e5b8c0e7d341feea574add7da	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	shngmtkb	sh-03.220	\N	\N	4194304	daaa4c73	eb31d4cadd9eba3d3431f3f6ef880bb2effa0b9f	\N	user2	\N	\N	\N	\N	
game	ZiNc_v1.1	cbaj	\N	\N	\N	tps	\N	Cool Boarders Arcade Jam	1998	Tecmo	\N	\N	\N	
game_rom	ZiNc_v1.1	cbaj	coh-1002m.353	coh-1002m.353	\N	524288	69ffbcb4	03eb2febfab3fcde716defff291babd9392de965	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	cbaj	cbaj_1.119	\N	\N	524288	814f8b4b	17966038a692d0701139660f25725d7c10a2a928	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	cbaj	cbaj_2.120	\N	\N	524288	89286229	18a84ef648ec3b79707eb42b55563adf38dffd0d	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	cbaj	cb-00.216	\N	\N	4194304	3db68bea	77ab334e0c02e608b11d8fdb9505b2301f6f9afb	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	cbaj	cb-01.217	\N	\N	4194304	481040bc	c6fe575b77d1eb5f613691dec5ed08929b72b955	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	cbaj	cb-02.218	\N	\N	4194304	858f116c	e3546862d367d2fe88913fea3185b23bc6a9777d	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	cbaj	cb-03.219	\N	\N	4194304	3576ea2a	a5ee7bb9f4650e99ee067eb1cc28c62d9099a6cf	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	cbaj	cb-04.220	\N	\N	4194304	551c4b29	c3f8508a006b475491c9ea20eb64c3bea6b35afb	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	cbaj	cb-05.221	\N	\N	4194304	7da453da	85b2c93b9453e8c7791b530b7e036e4ef6abc077	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	cbaj	cb-06.222	\N	\N	4194304	833cb18b	dbc390e1dbf3e7815eb3d170c0890d3785d8002c	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	cbaj	cb-07.223	\N	\N	4194304	3b64ce9e	a137da126295736bb7643655d52bd570004e87fd	\N	user2	\N	\N	\N	\N	
game	ZiNc_v1.1	doapp	\N	\N	\N	tps	\N	Dead Or Alive ++ (JAPAN)	1998	Tecmo	\N	\N	\N	
game_rom	ZiNc_v1.1	doapp	coh-1002m.353	coh-1002m.353	\N	524288	69ffbcb4	03eb2febfab3fcde716defff291babd9392de965	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	doapp	doapp119.bin	\N	\N	1048576	bbe04cef	f2dae4810ca78075fc3007a6001531a455235a2e	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	doapp	doapp120.bin	\N	\N	1048576	b614d7e6	373756d9b88b45c677e987ee1e5cb2d5446ecfe8	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	doapp	doapp-0.216	\N	\N	4194304	acc6c539	a744567a3d75634098b1749103307981be9acbdd	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	doapp	doapp-1.217	\N	\N	4194304	14b961c4	3fae1fcb4665ba8bad391881b26c2d087718d42f	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	doapp	doapp-2.218	\N	\N	4194304	134f698f	6422972cf5d30a0f09f0c20f042691d5969207b4	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	doapp	doapp-3.219	\N	\N	4194304	1c6540f3	8631fde93a1da6325d7b31c7edf12c964f0ac4fc	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	doapp	doapp-4.220	\N	\N	4194304	f83bacf7	5bd66da993f0db966581dde80dd7e5b377754412	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	doapp	doapp-5.221	\N	\N	4194304	e11e8b71	b1d1b9532b5f074ce216a603436d5674d136865d	\N	user2	\N	\N	\N	\N	
game	ZiNc_v1.1	tondemo	\N	\N	\N	tps	\N	Tondemo Crisis (JAPAN)	1999	Tecmo	\N	\N	\N	
game_rom	ZiNc_v1.1	tondemo	coh-1002m.353	coh-1002m.353	\N	524288	69ffbcb4	03eb2febfab3fcde716defff291babd9392de965	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tondemo	u0119.bin	\N	\N	1048576	5711e301	005375d32c1eda9bd39e46326880a62506d06389	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tondemo	u0120.bin	\N	\N	1048576	0b8312c6	93e0e4b796cc953daf7ed2ff2f327aed07cf833a	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tondemo	tca-0.217	\N	\N	4194304	ef175910	b77aa9016804172d433d97d5fdc242a1361e941c	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tondemo	tca-1.218	\N	\N	4194304	c3474e8a	46dd0ae7cd2e54c639fe39d6965ef71ce6a1b921	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tondemo	tca-2.219	\N	\N	4194304	89b8e1a8	70c5f0f2d0a7869e29b62b32fa485f941b683678	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tondemo	tca-3.220	\N	\N	4194304	4fcf8032	3ea815548c3bda32b1d4e88454c29e5025431b1c	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tondemo	tca-4.221	\N	\N	4194304	c9e23f25	145d4e7f0cb67d2552559ce90305a56802a253f9	\N	user2	\N	\N	\N	\N	
game	ZiNc_v1.1	mfjump	\N	\N	\N	tps	\N	Monster Farm Jump (JAPAN)	2001	Tecmo	\N	\N	\N	
game_rom	ZiNc_v1.1	mfjump	coh-1002m.353	coh-1002m.353	\N	524288	69ffbcb4	03eb2febfab3fcde716defff291babd9392de965	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	mfjump	mfj-o.119	\N	\N	1048576	0d724dc5	2ba388fe6254c0cf3847fd173a414ee5ca31f4f4	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	mfjump	mfj-e.120	\N	\N	1048576	86292bca	b6a25ab828da3d5c8f6d945336513485708f3f5b	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	mfjump	mfj.216	\N	\N	4194304	0d518dba	100cd4d0a1e678e660336027f067a9a1f5cbad3e	\N	user2	\N	\N	\N	\N	
game	ZiNc_v1.1	hvnsgate	\N	\N	\N	atluspsx	\N	Heaven's Gate	1996	Atlus/RACDYM	\N	\N	\N	
game_rom	ZiNc_v1.1	hvnsgate	coh-1001l.353	coh-1001l.353	\N	524288	6721146b	9511d24bfe25eb180fb2db0835b131cb4a12730e	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	hvnsgate	athg-01b.18	\N	\N	524288	e820136f	2bc3465928dd08060736a2a67d98864d634275d6	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	hvnsgate	athg-02b.17	\N	\N	524288	11bfa89b	f23e4c9d8eb90bd3bb3327d9950edd7a467ce8da	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	hvnsgate	athg-07.027	\N	\N	4194304	46411f67	2e8f37c3d9d7f5f3c79fca8ffeaf4c2fd1634b91	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	hvnsgate	athg-08.028	\N	\N	4194304	85289345	6385fe27451b80f97e7bad823b3b59eff3efa541	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	hvnsgate	athg-09.210	\N	\N	4194304	19e558b5	c195bc7dc3cfe4f099d27afdebd6f9cfe064e1df	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	hvnsgate	athg-10.029	\N	\N	4194304	748f936e	134e78ea71bb9646f36cc503c704496a2b622ee9	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	hvnsgate	athg-11.215	\N	\N	2097152	ac8e53bd	002c4be1aa57d810c5d810c475631d9f14e1d2ab	\N	user2	\N	\N	\N	\N	
game	ZiNc_v1.1	tekken3	\N	\N	\N	\N	\N	Tekken 3 (TET1/VER.E1)	1996	Namco	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken3	tet1vere.2e	\N	\N	2097152	8b01113b	45fdfd58293641ed16bc59c633a85a9cf64ccbaf	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken3	tet1vere.2j	\N	\N	2097152	df4c96fb	2e223045bf5b80ccf615106e869760c5b7aa8d44	\N	user1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken3	tet1rm0l.6	\N	\N	4194304	2886bb32	08ad9da2df25ad8c933a812ac238c81135072929	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken3	tet1rm0u.9	\N	\N	4194304	c5705b92	20df20c8d18eb4712d565a3df9a8d9270dee6aaa	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken3	tet1rm1l.7	\N	\N	4194304	0397d283	ebafcd14cdb2601214129a84fc6830846f5cd274	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken3	tet1rm1u.10	\N	\N	4194304	502ba5cd	19c1282245c6dbfc945c0bd0f3918968c3e5c3ed	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken3	tet1rm2l.8	\N	\N	4194304	e03b1c24	8579b95a8fd06b7d2893ff88b228fd794162dff1	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken3	tet1rm2u.11	\N	\N	4194304	75eb2ab3	dee43884e542391903f6aaae2c166e7921a86fb4	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken3	tet1fl3l.12	\N	\N	2097152	45513073	8a36f58ee2d292b50e00c6bf275f9def358032d8	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken3	tet1fl3u.13	\N	\N	2097152	1917d993	cabc44514a3e62a18a7f8f883603241447d6948b	\N	user2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken3	tet1vere.11s	\N	\N	524288	c92b98d1	8ae6fba8c5b6b9a2ab9541eac8553b282f35750d	\N	cpu2	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken3	tet1wav0.5	\N	\N	4194304	77ba7975	fe9434dcf0fb232c85efaaae1b4b13d36099620a	\N	sound1	\N	\N	\N	\N	
game_rom	ZiNc_v1.1	tekken3	tet1wav1.4	\N	\N	4194304	ffeba79f	941412bbe9d0305d9a23c224c1bb774c4321f6df	\N	sound1	\N	\N	\N	\N	
game	ZiNc_v1.1	atluspsx	no	\N	\N	\N	\N	Atlus PSX	1996	Sony/Atlus	\N	\N	\N	
