game	System_16_v0.82a	alexkidd	\N	\N	\N	\N	\N	Alex Kidd (Bootleg)	1986	Sega	\N	\N	\N	
game_rom	System_16_v0.82a	shinobi	shinobi.b5	\N	\N	65536	5eb00fc1	97e02eee74f61fabcad2a9e24f1868cafaac1d51	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shinobi	shinobi.b6	\N	\N	65536	25307ef8	91ffbe436f80d583524ee113a8b7c0cf5d8ab286	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shinobi	shinobi.b7	\N	\N	65536	04a437f8	ea5fed64443236e3404fab243761e60e2e48c84c	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shinobi	shinobi.b8	\N	\N	65536	b6e1fd72	eb86e4bf880bd1a1d9bcab3f2f2e917bcaa06172	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shinobi	shinobi.b9	\N	\N	65536	5f62e163	03f008745a1af84142ada647acf3601049f43ad5	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shinobi	shinobi.b10	\N	\N	65536	75f8fbc9	29072edcd583af60ec66b4c8bb82b179a3751edf	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	shinobi	shinobi.b11	\N	\N	65536	06508bb9	57c9036123ec8e35d0275ab6eaff25a16aa203d4	\N	\N	\N	\N	\N	\N	
game_sample	System_16_v0.82a	shinobi	shin_41.wav	
game_sample	System_16_v0.82a	shinobi	shin_42.wav	
game_sample	System_16_v0.82a	shinobi	shin_43.wav	
game_sample	System_16_v0.82a	shinobi	shin_44.wav	
game_sample	System_16_v0.82a	shinobi	shin_45.wav	
game_sample	System_16_v0.82a	shinobi	shin_46.wav	
game_sample	System_16_v0.82a	shinobi	shin_47.wav	
game_sample	System_16_v0.82a	shinobi	shin_48.wav	
game_sample	System_16_v0.82a	shinobi	shin_49.wav	
game_sample	System_16_v0.82a	shinobi	shin_4a.wav	
game_sample	System_16_v0.82a	shinobi	shin_4b.wav	
game_sample	System_16_v0.82a	shinobi	shin_4c.wav	
game_sample	System_16_v0.82a	shinobi	shin_4d.wav	
game_sample	System_16_v0.82a	shinobi	shin_4e.wav	
game_sample	System_16_v0.82a	shinobi	shin_4f.wav	
game_sample	System_16_v0.82a	shinobi	shin_93.wav	
game_sample	System_16_v0.82a	shinobi	shin_94.wav	
game_sample	System_16_v0.82a	shinobi	shin_95.wav	
game_sample	System_16_v0.82a	shinobi	shin_a0.wav	
game_sample	System_16_v0.82a	shinobi	shin_a1.wav	
game_sample	System_16_v0.82a	shinobi	shin_a2.wav	
game_sample	System_16_v0.82a	shinobi	shin_a4.wav	
game_sample	System_16_v0.82a	shinobi	shin_a5.wav	
game_sample	System_16_v0.82a	shinobi	shin_a6.wav	
game_sample	System_16_v0.82a	shinobi	shin_a7.wav	
game_sample	System_16_v0.82a	shinobi	shin_a8.wav	
game_sample	System_16_v0.82a	shinobi	shin_a9.wav	
game_sample	System_16_v0.82a	shinobi	shin_aa.wav	
game_sample	System_16_v0.82a	shinobi	shin_ab.wav	
game_sample	System_16_v0.82a	shinobi	shin_ad.wav	
game_sample	System_16_v0.82a	shinobi	shin_ae.wav	
game_sample	System_16_v0.82a	shinobi	shin_af.wav	
game_sample	System_16_v0.82a	shinobi	shin_b0.wav	
game_sample	System_16_v0.82a	shinobi	shin_b1.wav	
game_sample	System_16_v0.82a	shinobi	shin_b2.wav	
game_sample	System_16_v0.82a	shinobi	shin_b3.wav	
game_sample	System_16_v0.82a	shinobi	shin_b4.wav	
game_sample	System_16_v0.82a	shinobi	shin_b5.wav	
game_sample	System_16_v0.82a	shinobi	shin_b7.wav	
game_sample	System_16_v0.82a	shinobi	shin_b8.wav	
game_sample	System_16_v0.82a	shinobi	shin_b9.wav	
game_sample	System_16_v0.82a	shinobi	shin_bd.wav	
game	System_16_v0.82a	tetrisbl	\N	\N	\N	\N	\N	Tetris (Bootleg)	1988	bootleg	\N	\N	\N	
game_rom	System_16_v0.82a	tetrisbl	scr03.rom	\N	\N	65536	2495fd4e	2db94ead9223a67238a97e724668076fc43e5534	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tetrisbl	obj0-o.rom	\N	\N	65536	2fb38880	0e1b601bbda78d1887951c1f7e752531c281bc83	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tetrisbl	obj0-e.rom	\N	\N	65536	d6a02cba	d80000f92e754e89c6ca7b7273feab448fc9a061	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tetrisbl	rom1.bin	\N	\N	65536	1e912131	8f53504ac08942ee340489d84eab825e654d0a2c	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tetrisbl	rom2.bin	\N	\N	65536	4d165c38	04706b1977ae18bd09bafaf8ea65f8e5f32e04b8	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tetrisbl	scr01.rom	\N	\N	65536	62640221	c311d3847a981d0e1609f9b3d80481565d32d78c	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tetrisbl	scr02.rom	\N	\N	65536	9abd183b	621b017cb34973f9227be383e26b5cd41aea9422	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tetrisbl	s-prog.rom	\N	\N	32768	bd9ba01b	fafa7dc36cc057a50ae4cdf7a35f3594292336f4	\N	\N	\N	\N	\N	\N	
game	System_16_v0.82a	timscanr	\N	\N	\N	\N	\N	Time Scanner	1987	Sega	\N	\N	\N	
game_rom	System_16_v0.82a	timscanr	ts10548.bin	\N	\N	32768	aa150735	b6e6ff9229c641e196fc7a0a2cf7aa362f554676	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	timscanr	ts10549.bin	\N	\N	32768	2f59f067	1fb64cce2f98ddcb5ecb662e63ea636a8da08bcd	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	timscanr	ts10550.bin	\N	\N	32768	f05069ff	bd95761036c2fad8ddf4e169d899b173822ee4b0	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	timscanr	ts10551.bin	\N	\N	32768	435d811f	b28eb09620113cd7578387c4d96029f2acb8ec06	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	timscanr	ts10552.bin	\N	\N	32768	6fcbb9f7	0a0fab930477d8b79e500263bbc80d3bf73778f8	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	timscanr	ts10553.bin	\N	\N	32768	8a220a9f	c17547d85721fa19e5f445b5be30b3fbf5e8cc6e	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	timscanr	ts10554.bin	\N	\N	32768	dc64f809	ea85eefa98ec55e9e872940821a959ff4eb1bd1c	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	timscanr	ts10555.bin	\N	\N	32768	2143c471	d413aa216349ddf773a39d2826c3a940b4149229	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	timscanr	ts10562.bin	\N	\N	32768	3f5028bf	02081569a5f4dc64771e97651a9902a98d54a952	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	timscanr	ts10850.bin	\N	\N	32768	f1575732	d0c8fc42171c436cc1cd55a33295bd019a474d47	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	timscanr	ts10851.bin	\N	\N	32768	f5ce271b	8b4f1178c87e657d8d5805d908100f0d5fb030da	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	timscanr	ts10852.bin	\N	\N	32768	7cd1382b	6263cc863cbf0ef66a7ba8cc1c98212917d7c131	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	timscanr	ts10853.bin	\N	\N	32768	24d7c5fb	b1796e77cf968f9bdae7a47c5c02b93aaec10ade	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	timscanr	ts10854.bin	\N	\N	32768	82d0b237	c1defda4785014ccd7164f49f53f77e36fcb3a8d	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	timscanr	ts10855.bin	\N	\N	32768	63e95a53	60c42bbb1c316deb493a237990a7938551f8bc2e	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	timscanr	timscanr.b9	\N	\N	32768	07dccc37	544cc6a3b3ef64727ecf5098b84ade2dd5330614	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	timscanr	timscanr.b10	\N	\N	32768	84fb9a3a	efde54cc9582f68e58cae05f717a4fc8f620c0fc	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	timscanr	timscanr.b11	\N	\N	32768	c8694bc0	e48fc349ef454ded86141937f70b006e64da6b6b	\N	\N	\N	\N	\N	\N	
game	System_16_v0.82a	tturfbl	\N	\N	\N	\N	\N	Tough Turf (Bootleg)	1989	bootleg	\N	\N	\N	
game_rom	System_16_v0.82a	tturfbl	tt042197.rom	\N	\N	65536	deee5af1	0caba775021dc7e28ac6b7af8eac4f49d3102c83	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tturfbl	tt06c794.rom	\N	\N	65536	90e6a95a	014a0ae5cebcba9cc99e6ccde4ad5d938fab915c	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tturfbl	tt030be3.rom	\N	\N	65536	100264a2	d1ea4bf93f5472901ce95200f546ce9b58936aea	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tturfbl	tt05ef8a.rom	\N	\N	65536	f787a948	512b8cb2f5e9795171951e02c07cae957db41334	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tturfbl	tt1574b3.rom	\N	\N	65536	e9e630da	e8471dedbb25475e4814d78b56f579fe9110461e	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tturfbl	tt16cf44.rom	\N	\N	65536	4c467735	8338b6605cbe2e076da0b3e3a47630409a79f002	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tturfbl	tt17d59e.rom	\N	\N	65536	60c0f2fe	3fea4ed757d47628f59ff940e40cb86b3b5b443b	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tturfbl	tt11081e.rom	\N	\N	65536	7a169fb1	1ec6da0d2cfcf727e61f61c847fd8b975b64f944	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tturfbl	tt128958.rom	\N	\N	65536	961d06b7	b1a9dea63785bfa2c0e7b931387b91dfcd27d79b	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tturfbl	tt13e508.rom	\N	\N	65536	f16b6ba2	00cc04c7b5aad82d51d2d252e1e57bcdc5e2c9e3	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tturfbl	tt14489c.rom	\N	\N	65536	838bd71f	82d9d127438f5e1906b1cf40bf3b4727f2ee5685	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tturfbl	tt07c5aa.rom	\N	\N	65536	ae0fa085	ae9af92d4dd0c8a0f064d24e647522b588fbd7f7	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tturfbl	tt083acc.rom	\N	\N	65536	e8671ee1	a3732938c370f1936d867aae9c3d1e9bbfb57ede	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tturfbl	tt09aae6.rom	\N	\N	65536	1ef1077f	8ce6fd7d32a20b93b3f91aaa43fe22720da7236f	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tturfbl	tt107319.rom	\N	\N	65536	639a57cb	84fd8b96758d38f9e1ba1a3c2cf8099ec0452784	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	tturfbl	tt014d68.rom	\N	\N	65536	d4aab1d9	94885896d59da1ecabe2377a194fcf61eaae3765	\N	\N	\N	\N	\N	\N	
game	System_16_v0.82a	wb3bl	\N	\N	\N	\N	\N	Wonder Boy III (Bootleg)	1988	Sega / Westone	\N	\N	\N	
game_rom	System_16_v0.82a	wb3bl	a07.bin	\N	\N	32768	0bb901bb	c81b198df8e3b0ec568032c76addf0d1a1711194	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wb3bl	wb3_02	\N	\N	65536	c87350cb	55a8cb68d70b6060dd9a55e281e216ce3917ea5b	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wb3bl	wb3_03	\N	\N	65536	0019ab3b	89d49a437690fa6e0c35bb9f1450042f89504714	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wb3bl	wb3_04	\N	\N	65536	565d5035	e28a132f1a4ce9466945e231c54502178748af98	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wb3bl	wb3_05	\N	\N	65536	196e17ee	71e4345b2c3d1612a3d424c9310fad1e23c8a9f7	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wb3bl	wb3_06	\N	\N	65536	e645902c	497cfcf6c25cc2e042e16dbcb1963d2223def15a	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wb3bl	wb3_07	\N	\N	65536	e774ec2c	a4aa15ec7be5539a740ad02ff720458018dbc536	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wb3bl	wb3_08	\N	\N	65536	615e4927	d23f164973afa770714e284a77ddf10f18cc596b	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wb3bl	wb3_09	\N	\N	65536	0cd59d6e	caf754a461feffafcfe7bfc6e89da76c4db257c5	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wb3bl	wb3_10	\N	\N	65536	aeeecfca	496124b170a725ad863c741d4e021ab947511e4c	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wb3bl	wb3_11	\N	\N	65536	5c2f0d90	e0fbc0f841e4607ad232931368b16e81440a75c4	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wb3bl	wb3_12	\N	\N	65536	4891e7bb	1be04fcabe9bfa8cf746263a5bcca67902a021a0	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wb3bl	wb3_13	\N	\N	65536	8409a243	bcbb9510a6499d8147543d6befa5a49f4ac055d9	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wb3bl	wb3_14	\N	\N	65536	d3f20bca	0a87f709f8e2a913473512ede408e2cbc535443f	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wb3bl	wb3_15	\N	\N	65536	96ff9d52	791a9da4860e0d42fba98f80a3c6725ad8c73e33	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wb3bl	wb3_16	\N	\N	65536	afaf0d31	d4309329a0a543250788146b63b27ff058c02fc3	\N	\N	\N	\N	\N	\N	
game	System_16_v0.82a	wrestwar	\N	\N	\N	\N	\N	Wrestle War	1989	Sega	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.a1	\N	\N	131072	260311c5	6b52b671252aef992c0546468c44b722bdb6a649	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.a2	\N	\N	65536	12e38a5c	05558a370b4e8100d2fa5e700a5ab76771ff7729	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.a5	\N	\N	131072	6714600a	8b04347f39bb8a8bc52b1bbfa367d42ea7c61bc9	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.a6	\N	\N	131072	ddf075cb	5d887f0d5786fa62757c593d937bba6f150c1b12	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.a7	\N	\N	131072	eeaba126	ca1f630ff0cfc301205d2b8226d7614eadc117b7	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.a8	\N	\N	131072	b77ba665	b6a01ca857b5127ebb763f18cd4123185a7765a6	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.a14	\N	\N	131072	6a821ab9	e69f7e534835d4c820746ffc3ad76c3b7bb9b02e	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.a15	\N	\N	131072	2b1a0751	8cb1027ef3728f5bdfdb5e2df0f0421f743cdc0a	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.a16	\N	\N	131072	f6e190fe	4c8b334fb22c449d8d00c8f49f5eccbe008e244f	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.b1	\N	\N	131072	ffa7d368	e5663ef1cbe8ab27be0919a3cd78d9a7747bbac6	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.b2	\N	\N	131072	0ed343f2	951bd616e63c5fe0aa3f387c9c12153b4f29675f	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.b3	\N	\N	131072	3087104d	9ad0ea2b580820443c576cbb95d57467e32ea7b5	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.b4	\N	\N	131072	41b6068b	c1f1f51c4e0f4320cef7821bccac5b0c9e915d9b	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.b5	\N	\N	131072	8d7794c1	ace87970cfa02ab8200173622633d0d70ef7aa9e	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.b6	\N	\N	131072	99458d58	87020267610c5784e066bb4e3551852d27b4cf61	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.b7	\N	\N	131072	abcf9bed	4f755cfd0304e877b798c31de50e15995f8c4edf	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.b8	\N	\N	131072	97eac164	2bb62e6d8b2d662e9b31aa8d238a51af7c7905e8	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.b10	\N	\N	131072	35a4b1b1	c3b8ba708f9f2822e48e52ea74d7e96f08182ac4	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.b11	\N	\N	65536	fa06fd24	20a578b82a75fe96a230c91645108fdc8b5bae21	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	wrestwar	ww.a10	\N	\N	32768	c3609607	2e0acb775c60851bf0b2037b91b07ead061d5862	\N	\N	\N	\N	\N	\N	
game_sample	System_16_v0.82a	wrestwar	wwar_41.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_42.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_43.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_44.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_45.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_46.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_47.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_48.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_49.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_4a.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_4b.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_4c.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_4d.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_4e.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_4f.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_50.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_51.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_52.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_53.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_54.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_55.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_56.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_57.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_58.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_59.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_5a.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_5b.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_5c.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_5d.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_5e.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_5f.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_60.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_61.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_62.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_63.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_64.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_65.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_94.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_95.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_b0.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_b1.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_b2.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_b3.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_b4.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_b5.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_b6.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_b7.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_b8.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_b9.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_ba.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_bb.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_bc.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_bd.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_be.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_bf.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_c0.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_c1.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_c3.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_c4.wav	
game_sample	System_16_v0.82a	wrestwar	wwar_c5.wav	
