game	Calice_v0.6.6	1941	\N	\N	\N	\N	\N	1941 - Counter Attack (World)	1990	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	chikij	ch_gfx3.rom	ch_gfx3.rom	\N	524288	0ba2047f	efee13b955c2ded52700025cecbb9fb301098b61	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	chikij	ch_gfx7.rom	ch_gfx7.rom	\N	524288	d85d00d6	ca6ddcbfbb0f9ad98dc19f09e879fdac5b62d168	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	chikij	ch_09.rom	ch_09.rom	\N	65536	4d4255b7	81a76b58043af7252a854b7efc4109957ef0e679	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	chikij	ch_18.rom	ch_18.rom	\N	131072	f909e8de	2dd5bd4076e7d5ded98b72919f868ea700df2e4f	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	chikij	ch_19.rom	ch_19.rom	\N	131072	fc158cf7	294b93d0aea60663ffe96364671552e944a1264b	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	nemo	\N	\N	\N	\N	\N	Nemo (World)	1990	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	nemo	nme_30a.rom	\N	\N	131072	d2c03e56	df468e3b5deba01a6825b742f1cc87bfb26c1981	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemo	nme_35a.rom	\N	\N	131072	5fd31661	12f92a7255e8cae6975452db956670cf72d51768	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemo	nme_31a.rom	\N	\N	131072	b2bd4f6f	82a59b5f36cb4c23dca05297e2a643842fc12609	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemo	nme_36a.rom	\N	\N	131072	ee9450e3	a5454268ef58533e71fe07167b4c3fd263363f77	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemo	nm_32.rom	\N	\N	524288	d6d1add3	61c3013d322dbb7622cca032adcd020ba318e885	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemo	nm_gfx1.rom	\N	\N	524288	9e878024	9a5ce3a6a7952a8954d0709b9473db9253793d70	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemo	nm_gfx5.rom	\N	\N	524288	487b8747	f14339b02b8f7ec2002632349e88fed4afc30050	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemo	nm_gfx3.rom	\N	\N	524288	bb01e6b6	3883e28f721d0278b2f4f877a804e95ee14f53e4	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemo	nm_gfx7.rom	\N	\N	524288	203dc8c6	d52577500e822b89904d1510d559f8575c2aaa78	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemo	nm_09.rom	\N	\N	65536	0f4b0581	2e5a2885149c632abfaf4292a1bf032c13c8da6c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemo	nm_18.rom	\N	\N	131072	bab333d4	c1d0fb61ec46f17eb7edf69e1ad5ac91b5d51daa	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemo	nm_19.rom	\N	\N	131072	2650a0a8	e9e8cc1b27a2cb3e87124061fabcf42982f0611f	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	nemoj	\N	\N	nemo	nemo	\N	Nemo (Japan)	1990	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	nemoj	nm36.bin	\N	\N	131072	daeceabb	ebd44922be9d07a3d3411af52edee8a60cb11dad	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemoj	nm42.bin	\N	\N	131072	55024740	4bacbd191bb435de5dc548ac7fa16ed286bd2d3b	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemoj	nm37.bin	\N	\N	131072	619068b6	2507c6f77a06a80f913c848dcb6816bcbf4bba8a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemoj	nm43.bin	\N	\N	131072	a948a53b	65c2abf321cf8b171bbfbb51ed57bc99eb552ca9	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemoj	nm_32.rom	nm_32.rom	\N	524288	d6d1add3	61c3013d322dbb7622cca032adcd020ba318e885	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemoj	nm_gfx5.rom	nm_gfx5.rom	\N	524288	487b8747	f14339b02b8f7ec2002632349e88fed4afc30050	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemoj	nm_gfx7.rom	nm_gfx7.rom	\N	524288	203dc8c6	d52577500e822b89904d1510d559f8575c2aaa78	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemoj	nm_gfx1.rom	nm_gfx1.rom	\N	524288	9e878024	9a5ce3a6a7952a8954d0709b9473db9253793d70	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemoj	nm_gfx3.rom	nm_gfx3.rom	\N	524288	bb01e6b6	3883e28f721d0278b2f4f877a804e95ee14f53e4	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemoj	nm_09.rom	nm_09.rom	\N	65536	0f4b0581	2e5a2885149c632abfaf4292a1bf032c13c8da6c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemoj	nm_18.rom	nm_18.rom	\N	131072	bab333d4	c1d0fb61ec46f17eb7edf69e1ad5ac91b5d51daa	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	nemoj	nm_19.rom	nm_19.rom	\N	131072	2650a0a8	e9e8cc1b27a2cb3e87124061fabcf42982f0611f	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	pnickj	\N	\N	\N	\N	\N	Pnickies (Japan)	1994	Compile (Capcom license)	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij36.bin	\N	\N	131072	2d4ffb2b	6e49cf89a36834fd1de8b4b860fe66f3d7d67a84	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij42.bin	\N	\N	131072	c085dfaf	a31ededc3413ec4f3f5e3a1fb615b60c6197f4a5	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij26.bin	\N	\N	131072	e2af981e	3c2b28b4a4d457aa94a760dfca0181a9f050c319	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij18.bin	\N	\N	131072	f17a0e56	7c89aca230f176e12f995892f9d1bce22c57fbdf	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij27.bin	\N	\N	131072	83d5cb0e	44c93fa5eedcafc8dc6d88ee827c6cadc9c671f0	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij19.bin	\N	\N	131072	af08b230	a3b5b3013012efa1860699648518f8d8031c5f30	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij09.bin	\N	\N	131072	48177b0a	eba5de6cd9bb0c4ad76a13bddc9cdeb2e4380122	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij01.bin	\N	\N	131072	01a0f311	9bcd8716f90ccd410543ffcdc5c2916077b8d4c3	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij10.bin	\N	\N	131072	c2acc171	7c86db3f2acca1252d403c5f12c871d0357fa109	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij02.bin	\N	\N	131072	0e21fc33	c4a29d45c4257c8871038d3c9b13140e874db0c1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij38.bin	\N	\N	131072	eb75bd8c	2129460e06eb64019fc5f7eab6334ff43229b995	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij32.bin	\N	\N	131072	84560bef	9e94ae434b50ecf82781080e11d0c4741e992d0d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij39.bin	\N	\N	131072	70fbe579	b5b7ed5588ecd884b20dd50bfc5385a9af03c5d8	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij33.bin	\N	\N	131072	3ed2c680	0afe84d8d89f8d45afc79f6172337e622e29a8a2	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij13.bin	\N	\N	131072	406451b0	5a7a7fecba7de8b8cf4a284b2ae7adae901623f6	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij05.bin	\N	\N	131072	8c515dc0	aa1e13cf9e7cf0458bb5c4332b1ea73034f9a874	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij14.bin	\N	\N	131072	7fe59b19	a273b8b8fbfd5d31d25479a9ede09ce35e1cc873	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij06.bin	\N	\N	131072	79f4bfe3	bc17cc1c8535e3d202588893713926b6c06f92fd	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij17.bin	\N	\N	65536	e86f787a	de04cbe89c655faf04afe169bfd9913049ccc4a8	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij24.bin	\N	\N	131072	5092257d	95dc9d10940653b2fb37baf5c1ed27145b02104e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	pnickj	pnij25.bin	\N	\N	131072	22109aaa	cf21e75674d81b2daae2083d02f9f4b6e52722c6	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	qad	\N	\N	\N	\N	\N	Quiz & Dragons (US)	1992	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	qad	qdu_36a.rom	\N	\N	131072	de9c24a0	458962943e8d97d1f4e5a15ac1c8d3bcaa32918b	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	qad	qdu_42a.rom	\N	\N	131072	cfe36f0c	370a47461b2dbb7807f547f5b4b33296572c5d78	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	qad	qdu_37a.rom	\N	\N	131072	10d22320	73b2876d5447f50a850c466789d9297269f732d6	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	qad	qdu_43a.rom	\N	\N	131072	15e6beb9	68d11e9bdd82775060281c5880f249e3515dc235	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	qad	qdu_24.rom	\N	\N	131072	2f1bd0ec	017e0dc521bf402c700775ee06cbc124f7ce0e3f	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	qad	qdu_17.rom	\N	\N	131072	a812f9e2	9b7ceb347fbe00c40338b97ee6e8e4d1db9e7cb3	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	qad	qdu_09.rom	\N	\N	131072	8c3f9f44	b5ab20515b7f3e7db023be42d4c7ed1941b37d9b	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	qad	qdu_01.rom	\N	\N	131072	f688cf8f	1b20095e536a24406513715cded249c9be1aa1d2	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	qad	qdu_38.rom	\N	\N	131072	ccdddd1f	8304c4cdfaa1ae6b37e2733e9a6ddce9252fd43a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	qad	qdu_32.rom	\N	\N	131072	a8d295d3	d4d0bdaeb40f652ef33b317cb2b566b4c3550242	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	qad	qdu_13.rom	\N	\N	131072	afbd551b	02e2f12196c542a004325689bda8949213ef0333	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	qad	qdu_05.rom	\N	\N	131072	c3db0910	cf3aa3d3b64031dea92a80e5650151315cf871bf	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	qad	qdu_23.rom	\N	\N	65536	cfb5264b	e662ed5555d02ccf4e62cdbcfa0bbfc019734ee1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	qad	qdu_30.rom	\N	\N	131072	f190da84	d5cd4c69b5d135a2f2fea8ca9631251c9da79e70	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	qad	qdu_31.rom	\N	\N	131072	b7583f73	3896e0fcf375e9e5d9ba70cc1ed001cd702f9ff7	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	strider	\N	\N	\N	\N	\N	Strider (US)	1989	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	strider	strider.30	\N	\N	131072	da997474	3e4ac98f9a6967d61899281b31c7de779723397b	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	strider	strider.35	\N	\N	131072	5463aaa3	e2d07ec2d818e9a2e2d7a77ff0309ae4011c0083	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	strider	strider.31	\N	\N	131072	d20786db	c9c75488e6bb37cfd0d56073faf87ff5713bc9a0	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	strider	strider.36	\N	\N	131072	21aa2863	446dc9280630318deb423531210a4eedfb4adfa6	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	strider	strider.32	\N	\N	524288	9b3cfc08	a7d7f270a097437affa845d80bed82a1fa874878	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	strider	strider.02	\N	\N	524288	7705aa46	6cbfa30b2852fd117d117beefba434ce41d24c2f	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	strider	strider.01	\N	\N	524288	b7d04e8b	5c5a079baa694927c33d0e0c23e5ff09d6c9d985	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	strider	strider.06	\N	\N	524288	4eee9aea	5e619fd5f3f1181e32a8fd9dbb4661d74ff8a484	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	strider	strider.05	\N	\N	524288	005f000b	e6f65af7cc3295be9efaaded352e7ae6320b4133	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	strider	strider.04	\N	\N	524288	5b18b722	cf71c62348ca6b404279e87a6686cb3a842eb381	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	strider	strider.03	\N	\N	524288	6b4713b4	759b8b1fc7a5c4b00d74a27c2dd11667db44b09e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	strider	strider.08	\N	\N	524288	2d7f21e4	593cec513de40ff802084d54313bb25a4561e25d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	strider	strider.07	\N	\N	524288	b9441519	bb0926dc484dae4f64c5e5a6bce20afdc7aeba55	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	strider	strider.09	\N	\N	65536	2ed403bc	4ce863ea40d789db5a7cfce91d2c7c720deb9be5	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	strider	strider.18	\N	\N	131072	4386bc80	fb2b261995aeacfa13e7ee40b1a973dfb178f015	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	strider	strider.19	\N	\N	131072	444536d7	a14f5de2f6b5b29ae5161dca1f8c08c566301a91	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	unsquad	\N	\N	\N	\N	\N	U.N. Squadron (US)	1989	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	unsquad	unsquad.30	\N	\N	131072	24d8f88d	9c39aa1140e92307d6d9c0ca198003282bf78c78	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	unsquad	unsquad.35	\N	\N	131072	8b954b59	33114f1417d48f60c6da3e14a094be7c0f0fd979	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	unsquad	unsquad.31	\N	\N	131072	33e9694b	90db3052ac2ff859ede8473dd13e0f5be148590c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	unsquad	unsquad.36	\N	\N	131072	7cc8fb9e	f70118d1a368fd4795d9953c55d283305d1f9630	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	unsquad	unsquad.32	\N	\N	524288	ae1d7fb0	bb51e77574db5e2d807c4ca8e85a5d9661f5d3b3	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	unsquad	unsquad.01	\N	\N	524288	5965ca8d	49abf80fc012a7f73306139a2871aeac7fd6a3d0	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	unsquad	unsquad.05	\N	\N	524288	bf4575d8	1b268e1698be8ff9c16f80f7b9081b6be9f72601	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	unsquad	unsquad.03	\N	\N	524288	ac6db17d	78eef9ba6a392859f70467f6d7cb5aa91964abed	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	unsquad	unsquad.07	\N	\N	524288	a02945f4	ff35cdbd6c1e43b16a906f68e416559cb3d5746b	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	unsquad	unsquad.09	\N	\N	65536	f3dd1367	09eef72e862ac6b1a5cce5a45938b45bf4e456ad	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	unsquad	unsquad.18	\N	\N	131072	584b43a9	7820815c8c67d484baf2fdad7e55d8c14b98b860	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	area88	\N	\N	unsquad	unsquad	\N	Area 88 (Japan)	1989	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	area88	ar36.bin	\N	\N	131072	65030392	d9dea5cfde28345716b0e519ee033c475be0454b	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	area88	ar42.bin	\N	\N	131072	c48170de	e968522dbdd217dd8e4cd6aaeaef801c63488c1d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	area88	unsquad.31	unsquad.31	\N	131072	33e9694b	90db3052ac2ff859ede8473dd13e0f5be148590c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	area88	unsquad.36	unsquad.36	\N	131072	7cc8fb9e	f70118d1a368fd4795d9953c55d283305d1f9630	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	area88	unsquad.32	unsquad.32	\N	524288	ae1d7fb0	bb51e77574db5e2d807c4ca8e85a5d9661f5d3b3	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	area88	unsquad.01	unsquad.01	\N	524288	5965ca8d	49abf80fc012a7f73306139a2871aeac7fd6a3d0	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	area88	unsquad.05	unsquad.05	\N	524288	bf4575d8	1b268e1698be8ff9c16f80f7b9081b6be9f72601	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	area88	unsquad.03	unsquad.03	\N	524288	ac6db17d	78eef9ba6a392859f70467f6d7cb5aa91964abed	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	area88	unsquad.07	unsquad.07	\N	524288	a02945f4	ff35cdbd6c1e43b16a906f68e416559cb3d5746b	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	area88	unsquad.09	unsquad.09	\N	65536	f3dd1367	09eef72e862ac6b1a5cce5a45938b45bf4e456ad	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	area88	unsquad.18	unsquad.18	\N	131072	584b43a9	7820815c8c67d484baf2fdad7e55d8c14b98b860	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	varth	\N	\N	\N	\N	\N	Varth - Operation Thunderstorm (World)	1992	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	varth	vae_30a.rom	\N	\N	131072	7fcd0091	7bed452736eda4a26c43c5dd54ec6799afa6e770	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	varth	vae_35a.rom	\N	\N	131072	35cf9509	a189ca7740d77262413ec2891af034d0057892be	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	varth	vae_31a.rom	\N	\N	131072	15e5ee81	6c6248b07f7e956a37d5dcb4b67d026f57fae13b	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	varth	vae_36a.rom	\N	\N	131072	153a201e	5936e447d5cd02ff13802cf78393b521431ad06c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	varth	vae_28a.rom	\N	\N	131072	7a0e0d25	203692ef1daeef7ba08b154cf029cc07a2e0e23d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	varth	vae_33a.rom	\N	\N	131072	f2365922	efb2221033e4b46fedaf3d8c850e208f849e6af0	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	varth	vae_29a.rom	\N	\N	131072	5e2cd2c3	eff955c7dc0d8ae215e7188cc4865726104c7777	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	varth	vae_34a.rom	\N	\N	131072	3d9bdf83	d655803a6f07b90e44aacaa3e6059ac330ef2ec6	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	varth	va_gfx1.rom	\N	\N	524288	0b1ace37	6f9493c22f667f683db2789972fd16bb94724679	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	varth	va_gfx5.rom	\N	\N	524288	b1fb726e	5ac0876b6c49d0a99710dda68653664f4d8c1167	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	varth	va_gfx3.rom	\N	\N	524288	44dfe706	a013a434df3161a91aafbb35dc4e20dfb3f177f4	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	varth	va_gfx7.rom	\N	\N	524288	4c6588cd	d14e8cf051ac934ccc989d8c571c6cc9eed34af5	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	varth	va_09.rom	\N	\N	65536	7a99446e	ca027f41e3e58be5abc33ad7380746658cb5380a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	varth	va_18.rom	\N	\N	131072	de30510e	8e878696192606b76a3a0e53553e638d9621cff7	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	varth	va_19.rom	\N	\N	131072	0610a4ac	3da02ea6a7a56c85de898806d2a1cf6bc526c1b3	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	willow	\N	\N	\N	\N	\N	Willow (Japan, English)	1989	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wlu_30.rom	\N	\N	131072	d604dbb1	b5d78871011ff11a67f1a0cad147cd4de8d67f35	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wlu_35.rom	\N	\N	131072	daee72fe	2ec62f44394fac2887821881f56b6f24d05234b3	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wlu_31.rom	\N	\N	131072	0eb48a83	28c40c4b5d767f88922cd899e948abf11a85a864	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wlu_36.rom	\N	\N	131072	36100209	63c9338e71dba8b52daffba50b4bca31aaa10d9e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wl_32.rom	\N	\N	524288	dfd9f643	9c760c30af593a87e7fd39fb213a4c73c68ca440	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wl_gfx1.rom	\N	\N	524288	c6f2abce	ff5fcfe417c43b4747bbe12db6052fdb60f5f0e4	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wl_20.rom	\N	\N	131072	84992350	f0ebd810ce099337cda94222dccce8ab9b3c3281	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wl_10.rom	\N	\N	131072	b87b5a36	25fb8f9698142473233ee509d4146089920e94e1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wl_gfx5.rom	\N	\N	524288	afa74b73	09081926260c76986a13ac5351dddd2ea11d7a10	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wl_24.rom	\N	\N	131072	6f0adee5	07b18e51b376001f25173b78e0e816f252400210	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wl_14.rom	\N	\N	131072	9cf3027d	1e8eb20d51a54f6f756c0ab9395ac38b96e67fb2	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wl_gfx3.rom	\N	\N	524288	4aa4c6d3	7dd6f18f6126c380821a2ca8955439fd6864f4c6	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wl_22.rom	\N	\N	131072	fd3f89f0	51ff95cff56ac78682ea56401b35a0aa63cef8cb	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wl_12.rom	\N	\N	131072	7da49d69	b0ae7ac4f858ee8d72e6877c4275da7a631e2e4c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wl_gfx7.rom	\N	\N	524288	12a0dc0b	fea235ce9489f04919daf52f4d3f3bac9b558316	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wl_26.rom	\N	\N	131072	f09c8ecf	b39f83e80af010d6481693d9ec8b1d7e258b531d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wl_16.rom	\N	\N	131072	e35407aa	7ddae9cef96839da72488c1fe73268c50e0262ff	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wl_09.rom	\N	\N	65536	f6b3d060	0ed2e2f64ba53ba2c371b66ab1e52e40b16d8baf	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wl_18.rom	\N	\N	131072	bde23d4d	d1fee2f99c858dfb07edcd600da491c7b656afe0	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willow	wl_19.rom	\N	\N	131072	683898f5	316a77b663d78c8b9ff6d85756cb05aaaeef4003	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	willowj	\N	\N	willow	willow	\N	Willow (Japan, Japanese)	1989	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	willowj	wl36.bin	\N	\N	131072	2b0d7cbc	58172b4fdf856efa8d77abbde76738de2424f712	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willowj	wl42.bin	\N	\N	131072	1ac39615	c9fa6d20418b9bdc5a08df1fb86368b40709280a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willowj	wl37.bin	\N	\N	131072	30a717fa	cb815e9ee2691761925898e3932b502f8f399cb4	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willowj	wl43.bin	\N	\N	131072	d0dddc9e	1176b9a43b3355a5ba44e59abde01ee7eaa89c25	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willowj	wl_32.rom	wl_32.rom	\N	524288	dfd9f643	9c760c30af593a87e7fd39fb213a4c73c68ca440	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willowj	wl_gfx1.rom	wl_gfx1.rom	\N	524288	c6f2abce	ff5fcfe417c43b4747bbe12db6052fdb60f5f0e4	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willowj	wl_20.rom	wl_20.rom	\N	131072	84992350	f0ebd810ce099337cda94222dccce8ab9b3c3281	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	willowj	wl_10.rom	wl_10.rom	\N	131072	b87b5a36	25fb8f9698142473233ee509d4146089920e94e1	\N	\N	\N	\N	\N	\N	
