game	AAE_Alpha_Build_87	alienst	\N	\N	\N	\N	\N	Aliens (Tempest Prototype)	2001	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest2/136002-217.j1	\N	\N	2048	ef2eb645	b1a2c969e8897e335d5354de6ae04a65d4b2a1e4	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest2/136002-222.r1	\N	\N	2048	707bd5c3	2f0af6fb7154c244c794f7247e5c16a1e06ddf7d	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest/136002-113.d1	\N	\N	2048	65d61fe7	38a1e8a8f65b7887cf3e190269fe4ce2c6f818aa	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest/136002-114.e1	\N	\N	2048	11077375	ed8ff0ca969da6672a7683b93d4fcf2935a0d903	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest/136002-115.f1	\N	\N	2048	f3e2827a	bd04fcfbbba995e08c3144c1474fcddaaeb1c700	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest/136002-118.k1	\N	\N	2048	beb352ab	f213166d3970e0bd0f29d8dea8d6afa6990cce38	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest/136002-119.lm1	\N	\N	2048	a4de050f	ea302e43a313a5a18115e74ddbaaedde0fbecda7	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest/136002-120.mn1	\N	\N	2048	35619648	48f1e8bed7ec6afa0b4c549a30e5ec331c071e40	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest/136002-121.p1	\N	\N	2048	73d38e47	9980606376a79ba94f8e2a325871a6c8d10d83fc	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest/136002-123.np3	\N	\N	2048	29f7e937	686c8b9b8901262e743497cee7f2f7dd5cb3af7e	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest/136002-124.r3	\N	\N	2048	c16ec351	a30a3662c740810c0f20e3712679606921b8ca06	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest/136002-217.j1	\N	\N	2048	ef2eb645	b1a2c969e8897e335d5354de6ae04a65d4b2a1e4	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest/136002-222.r1	\N	\N	2048	707bd5c3	2f0af6fb7154c244c794f7247e5c16a1e06ddf7d	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	tempestm	tempest/136002-316.h1	\N	\N	2048	aeb0f7e9	a5cc25015b98692673cfc1c7c2e9634efd750870	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	temptube	\N	\N	\N	\N	\N	Tempest Tubes	1980	hack	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	temptube	136002-113.d1	\N	\N	2048	65d61fe7	38a1e8a8f65b7887cf3e190269fe4ce2c6f818aa	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	temptube	136002-114.e1	\N	\N	2048	11077375	ed8ff0ca969da6672a7683b93d4fcf2935a0d903	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	temptube	136002-115.f1	\N	\N	2048	f3e2827a	bd04fcfbbba995e08c3144c1474fcddaaeb1c700	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	temptube	136002-119.lm1	\N	\N	2048	a4de050f	ea302e43a313a5a18115e74ddbaaedde0fbecda7	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	temptube	136002-120.mn1	\N	\N	2048	35619648	48f1e8bed7ec6afa0b4c549a30e5ec331c071e40	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	temptube	136002-121.p1	\N	\N	2048	73d38e47	9980606376a79ba94f8e2a325871a6c8d10d83fc	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	temptube	136002-123.np3	\N	\N	2048	29f7e937	686c8b9b8901262e743497cee7f2f7dd5cb3af7e	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	temptube	136002-124.r3	\N	\N	2048	c16ec351	a30a3662c740810c0f20e3712679606921b8ca06	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	temptube	136002-217.j1	\N	\N	2048	ef2eb645	b1a2c969e8897e335d5354de6ae04a65d4b2a1e4	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	temptube	136002-222.r1	\N	\N	2048	707bd5c3	2f0af6fb7154c244c794f7247e5c16a1e06ddf7d	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	temptube	136002-316.h1	\N	\N	2048	aeb0f7e9	a5cc25015b98692673cfc1c7c2e9634efd750870	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	temptube	tube-118.k1	\N	\N	2048	cefb03f0	41ddfa4991fa49a31d4740a04551556acca66196	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	vbreak	\N	\N	\N	\N	\N	Vector Breakout (Clay Cowgill)	2001	Clay Cowgill	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vbreak	136002.113	\N	\N	2048	65d61fe7	38a1e8a8f65b7887cf3e190269fe4ce2c6f818aa	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vbreak	136002.114	\N	\N	2048	11077375	ed8ff0ca969da6672a7683b93d4fcf2935a0d903	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vbreak	136002.115	\N	\N	2048	f3e2827a	bd04fcfbbba995e08c3144c1474fcddaaeb1c700	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vbreak	136002.116	\N	\N	2048	7356896c	a013ede292189a8f5a907de882ee1a573d784b3c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vbreak	136002.117	\N	\N	2048	55952119	470d914fa52fce3786cb6330889876d3547dca65	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vbreak	136002.118	\N	\N	2048	beb352ab	f213166d3970e0bd0f29d8dea8d6afa6990cce38	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vbreak	vb_d1.bin	\N	\N	2048	6fd3efe5	d195d08984ad8797607bc1989e8a606d51547c68	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vbreak	vb_e1.bin	\N	\N	2048	9974b9a5	6ecc6f72070895bb15992977348f58835233911f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vbreak	vb_f1.bin	\N	\N	2048	44d611d8	82cd63fc9067ea1f00feeffbee66e7d750cab7e5	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vbreak	vb_n3.bin	\N	\N	2048	29f7e937	686c8b9b8901262e743497cee7f2f7dd5cb3af7e	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vbreak	vb_r1.bin	\N	\N	2048	1ae2dd53	b908ba6b59195aea853380a56a243aa8fa2fba71	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vbreak	vb_r3.bin	\N	\N	2048	c16ec351	a30a3662c740810c0f20e3712679606921b8ca06	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	vortex	\N	\N	\N	\N	\N	Vortex (Tempest Prototype)	2001	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vortex	d1.bin	\N	\N	2048	3aff3417	3b7c31f01b7467757ec85e98a17038e5df5720bb	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vortex	e1.bin	\N	\N	2048	11861be3	a35797c649e8286c844cee6dac86ac50f4fbd669	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vortex	f1.bin	\N	\N	2048	1d251111	2912a21dc708231e28d6164e54e593a8300b9c4a	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vortex	h1.bin	\N	\N	2048	937a9859	336b25291533d19294f1ced730bbf20971849adf	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vortex	j1.bin	\N	\N	2048	79481246	c5362670fd29ef1432f8e626323da395d6e8a675	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vortex	k1.bin	\N	\N	2048	390f872a	c5463ea2d2307e21c941b5b459e3652c12154609	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vortex	lm1.bin	\N	\N	2048	515760dd	773f06c9a64e72f9d3d8a5c622bf3ec2b4ba678d	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vortex	mn1.bin	\N	\N	2048	c6c41c68	9323c07fc80a947142dde008c53f5e8c0b0c572d	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vortex	n3.bin	\N	\N	2048	29c6a1cb	290702a1c0942a68e288b37963e51eba02177a3f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vortex	p1.bin	\N	\N	2048	3c2ff130	32ebabcb2cbd7aab5e29de2b873f02ed78776ae6	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vortex	r1.bin	\N	\N	2048	67cafbb1	467515733d843398e6fe29661002536a1e6c8fc9	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	vortex	r3.bin	\N	\N	2048	7fbe5e21	e5de6c3af82e64444b0ddcda559e9cb4fbf6c1da	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	warrior	\N	\N	\N	\N	\N	Warrior	1979	Vectorbeam	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	warrior	warrior.p7	\N	\N	2048	517d3021	0483dcaf92c336a07d2c535823348ee886567e85	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	warrior	warrior.r7	\N	\N	2048	8e91b502	27614c3a8613f49187039cfb05ee96303caf72ba	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	warrior	warrior.t7	\N	\N	2048	ac3646f9	515c3acb638fad27fa57f6b438c8ec0b5b76f319	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	warrior	warrior.u7	\N	\N	2048	2e39340f	4b3cfb3674dd2a668d4d65e28cb37d7ad20f118d	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	wotw	\N	\N	\N	\N	\N	War of the Worlds	1981	Cinematronics	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	wotw	wow_le.t7	\N	\N	4096	b16440f9	9656a26814736f8ff73575063b5ebbb2e8aa7dd0	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	wotw	wow_lo.p7	\N	\N	4096	bfdf4a5a	db4eceb68e17020d0a597ba105ec3b91ce48b7c1	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	wotw	wow_ue.u7	\N	\N	4096	9b5cea48	c2bc002e550a0d36e713d07f6aefa79c70b8e284	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	wotw	wow_uo.r7	\N	\N	4096	c9d3c866	57a47bf06838fe562981321249fe5ae585316f22	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	zektor	\N	\N	\N	\N	\N	Zektor (revision B)	1982	Sega	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1586.prom-u1	\N	\N	2048	efeb4fb5	b337179c01870c953b8d38c20263802e9a7936d3	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1587.prom-u2	\N	\N	2048	daa6c25c	061e390775b6dd24f85d51951267bca4339a3845	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1588.prom-u3	\N	\N	2048	62b67dde	831bad0f5a601d6859f69c70d0962c970d92db0e	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1589.prom-u4	\N	\N	2048	c2db0ba4	658773f2b56ea805d7d678e300f9bbc896fbf176	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1590.prom-u5	\N	\N	2048	4d948414	f60d295b0f8f798126dbfdc197943d8511238390	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1591.prom-u6	\N	\N	2048	b0556a6c	84b481cc60dc3df3a1cf18b1ece4c70bcc7bb5a1	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1592.prom-u7	\N	\N	2048	750ecadf	83ddd482230fbf6cf78a054fb4abd5bc8aec3ec8	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1593.prom-u8	\N	\N	2048	34f8850f	d93594e529aca8d847c9f1e9055f1840f6069fb2	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1594.prom-u9	\N	\N	2048	52b22ab2	c8f822a1a54081cfc88149c97b4dc19aa745a8d5	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1595.prom-u10	\N	\N	2048	a704d142	95c1249a8efd1a69972ffd7a4da76a0bca5095d9	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1596.prom-u11	\N	\N	2048	6975e33d	3f12037edd6f1b803b5f864789f4b88958ac9578	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1597.prom-u12	\N	\N	2048	d48ab5c2	3f4faf4b131b120b30cd4e73ff34d5cd7ef6c47a	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1598.prom-u13	\N	\N	2048	ab54a94c	9dd57b4b6e46d46922933128d9786df011c6133d	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1599.prom-u14	\N	\N	2048	c9d4f3a5	8516914b49fad85222cbdd9a43609834f5d0f13d	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1600.prom-u15	\N	\N	2048	893b7dbc	136135f0be2e8dddfa0d21a5f4119ee4685c4866	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1601.prom-u16	\N	\N	2048	867bdf4f	5974d32d878206abd113f74ba20fa5276cf21a6f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1602.prom-u17	\N	\N	2048	bd447623	b8d255aeb32096891379330c5b8adf1d151d70c2	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1603.prom-u18	\N	\N	2048	9f8f10e8	ffe9d872d9011b3233cb06d966852319f9e4cd01	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1604.prom-u19	\N	\N	2048	ad2f0f6c	494a224905b1dac58b3b50f65a8be986b68b06f2	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1605.prom-u20	\N	\N	2048	e27d7144	5b82fda797d86e11882d1f9738a59092c5e3e7d8	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1606.prom-u21	\N	\N	2048	7965f636	5c8720beedab4979a813ce7f0e8961c863973ff7	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	1611.cpu-u25	\N	\N	2048	6245aa23	815f3c7edad9c290b719a60964085e90e7268112	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	zektor	s-c.xyt-u39	\N	\N	1024	56484d19	61f43126fdcfc230638ed47085ae037a098e6781	\N	\N	\N	\N	\N	\N	
