game	ACE_v1.9	3wonders	\N	\N	\N	\N	\N	Three Wonders (World)	1991	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	avspu	avp.16	avp.16	\N	2097152	fb228297	ebd02a4ba085dc70c0603662e14d61625fa04648	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	avspu	avp.18	avp.18	\N	2097152	34fb7232	8b1f15bfa758a61e6ad519af24ca774edc70d194	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	avspu	avp.20	avp.20	\N	2097152	f90baa21	20a900819a9d321316e3dfd241210725d7191ecf	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	avspu	avp.01	avp.01	\N	131072	2d3b4220	2b2d04d4282550fa9f6e1ad8528f20d1f2ac02eb	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	avspu	avp.11	avp.11	\N	2097152	83499817	e65b0ebd61ddc748842a9d4d92404b5305307623	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	avspu	avp.12	avp.12	\N	2097152	f4110d49	f27538776cc1ba8213f19f98728ed8c02508d3ac	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	batcirj	\N	\N	\N	\N	\N	Battle Circuit (Japan 970319)	1997	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	batcirj	btcj.03	\N	\N	524288	6b7e168d	7e95cc436d53d1ce34b575bc7e2b6e2a7ae06cfb	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	batcirj	btcj.04	\N	\N	524288	46ba3467	0cc4a6c82f110d2334fd81f2d3abe5de882768bd	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	batcirj	btcj.05	\N	\N	524288	0e23a859	6c7eec9bf823c66fddbc6b297ea6aa883d03bff5	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	batcirj	btcj.06	\N	\N	524288	a853b59c	841c178722d4850994afee90ef3079607d8847ed	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	batcirj	btc.07	\N	\N	524288	7322d5db	473be1f1bf603bdd82451661a6206507f50ed2b6	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	batcirj	btc.08	\N	\N	524288	6aac85ab	ad02d4185c2b3664fb96350d8ad317d3939a7554	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	batcirj	btc.09	\N	\N	524288	1203db08	fdbea14618b277132f9e010ef36c134a8ea42162	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	batcirj	btcjx.03	\N	\N	524288	01482d08	72c0681722b4c4204a42c145d906e351ddb620de	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	batcirj	btcjx.04	\N	\N	524288	3d4c976b	45f0f4beb47e3f24d53f44d01c828529a615fb45	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	batcirj	btcjx.05	\N	\N	524288	5bf819e1	4afd2a80220e359be47d66c4f11d8e79abb8a874	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	batcirj	btcjx.06	\N	\N	524288	5d2fd190	4c7413befe9010b15d1701d8784c9529a4d5a3dd	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	batcirj	btc.13	\N	\N	4194304	dc705bad	96e37147674bf9cd21c770897da59daac25d921a	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	batcirj	btc.15	\N	\N	4194304	e5779a3c	bbd7fbe061e751388d2f02434144daf9b1e36640	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	batcirj	btc.17	\N	\N	4194304	b33f4112	e501fd921c8bcede69946b029e05d422714c1040	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	batcirj	btc.19	\N	\N	4194304	a6fcdb7e	7a28d5d7aa036d23d97fad17d0cdb8210dc8153a	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	batcirj	btc.01	\N	\N	131072	1e194310	3b29de0aca9dbca59d6b50fb2509e2a913c6b0af	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	batcirj	btc.02	\N	\N	131072	01aeb8e6	50a5d1cce0caf7c5143d4904431e8f41e2a57464	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	batcirj	btc.11	\N	\N	2097152	c27f2229	df2459493af40937b6656a16fad43ff51bed2204	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	batcirj	btc.12	\N	\N	2097152	418a2e33	0642ddff2ab9255f154419da24ba644ed63f34ab	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	csclubj	\N	\N	\N	\N	\N	Capcom Sports Club (Japan 970722)	1997	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	csclubj	cscj.03	\N	\N	524288	ec4ddaa2	f84af8bd01cc994ecd6ac24e829e2bd33817d862	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	csclubj	cscj.04	\N	\N	524288	60c632bb	0d42c33aa476d2cc4efcdad78667353b88225966	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	csclubj	cscj.05	\N	\N	524288	ad042003	1e167c88f3b0617c38c9f43bdc816045ac0296e0	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	csclubj	cscj.06	\N	\N	524288	169e4d40	6540d89df5e76189d32b696be7626087fe26e33b	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	csclubj	csc.07	\N	\N	524288	01b05caa	5b84487da68e6b6f2889c76bf9e070e25941988c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	csclubj	cscjx.03	\N	\N	524288	2de1d45d	204574607d2dc45e233ed2f88fadc1d5a3790ba6	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	csclubj	cscjx.04	\N	\N	524288	81b25d76	e81a5768c053cea10d340c6624e270dd5604c855	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	csclubj	cscjx.05	\N	\N	524288	5adb1c93	734aff59e3819ca2250d1fe3e945bd0f0410deef	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	csclubj	cscjx.06	\N	\N	524288	f5558f79	0cb75f19db9c83dffb998f6fc6dcf35a58d35dd9	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	csclubj	csc.14	\N	\N	2097152	e8904afa	39713ffca4e3a754c7c44c0ef4d99fb5a77d8da7	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	csclubj	csc.16	\N	\N	2097152	c98c8079	22d68ba2ef62b51981bb3e99ec2cde8d1b36514b	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	csclubj	csc.18	\N	\N	2097152	c030df5a	6d5e5a05531e168d0d44c591f9185ae300908fc2	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	csclubj	csc.20	\N	\N	2097152	b4e55863	da66f0a36266b906e4c149aec152c323bb184c57	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	csclubj	csc.01	\N	\N	131072	ee162111	ce8d4bd32bb10ee8b0274ba6fcef05a583b39d48	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	csclubj	csc.11	\N	\N	2097152	a027b827	6d58a63efc7bd5d07353d9b55826c01a3c416c33	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	csclubj	csc.12	\N	\N	2097152	cb7f6e55	b64e6b663fd09e887d2dc0f4b545e88688c0af55	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	cscluba	\N	\N	csclubj	csclubj	\N	Capcom Sports Club (Asia 970722)	1997	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	cscluba	csca.03	\N	\N	524288	b6acd708	27d316053b0e74b1e9db979d500767cfa49fbce3	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cscluba	csca.04	\N	\N	524288	d44ae35f	cd464792fe777183b0b0587239fb1b52bd7f9ec7	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cscluba	csca.05	\N	\N	524288	8da76aec	04552f2c9c424d808703136a7909df903aec290a	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cscluba	csca.06	\N	\N	524288	a1b7b1ee	77ba745f094a29521bb686982399b8b9babd7cc6	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cscluba	csc.07	csc.07	\N	524288	01b05caa	5b84487da68e6b6f2889c76bf9e070e25941988c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cscluba	cscax.03	\N	\N	524288	9f95b1e1	22cd75f030bbef6b9655dad4ac83fb7fcd083f05	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cscluba	cscax.04	\N	\N	524288	08e85ab2	e4e4062caefdc73b97e3dd374eef9ceda0a1f9fb	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cscluba	cscax.05	\N	\N	524288	1b2fae1d	3a345f7c5511150d034dd57369e2372bef837dee	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cscluba	cscax.06	\N	\N	524288	9e548ba8	f40acdf2bd1820afe12c115b89678f46e64bd015	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cscluba	csc.14	csc.14	\N	2097152	e8904afa	39713ffca4e3a754c7c44c0ef4d99fb5a77d8da7	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cscluba	csc.16	csc.16	\N	2097152	c98c8079	22d68ba2ef62b51981bb3e99ec2cde8d1b36514b	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cscluba	csc.18	csc.18	\N	2097152	c030df5a	6d5e5a05531e168d0d44c591f9185ae300908fc2	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cscluba	csc.20	csc.20	\N	2097152	b4e55863	da66f0a36266b906e4c149aec152c323bb184c57	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cscluba	csc.01	csc.01	\N	131072	ee162111	ce8d4bd32bb10ee8b0274ba6fcef05a583b39d48	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cscluba	csc.11	csc.11	\N	2097152	a027b827	6d58a63efc7bd5d07353d9b55826c01a3c416c33	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cscluba	csc.12	csc.12	\N	2097152	cb7f6e55	b64e6b663fd09e887d2dc0f4b545e88688c0af55	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	cybotsj	\N	\N	\N	\N	\N	Cyberbots: Fullmetal Madness (Japan 950420)	1995	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cybj.03	\N	\N	524288	6096eada	ea3fa2e6229d90cc3f69c59f447b6b373d64d2aa	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cybj.04	\N	\N	524288	7b0ffaa9	595c3e679ea02282bf8a5aa6c7c09e5c30e839c7	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cybj.05	\N	\N	524288	ec40408e	dd611c1708e7ef86e4f7cac4b7b0dff7baaee5ed	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cybj.06	\N	\N	524288	1ad0bed2	2ea005f3e73b05f8f0ec006cd9e95f7731a73897	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cybj.07	\N	\N	524288	6245a39a	4f607e733e2dea80211497522be6d0f09571928d	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cybj.08	\N	\N	524288	4b48e223	9714579a7a78b9716e44bca6c18bf1a93aa4e482	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cybj.09	\N	\N	524288	e15238f6	16abd92ebed921a6a7e8eac4b098dc61f7e5485c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cybj.10	\N	\N	524288	75f4003b	8a65026ae35247cda016ce85a34034c62b3aa1a6	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cybjx.03	\N	\N	524288	867c9acd	3a494d96ceb3adc8209101792bfbd54768f044e3	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cybjx.04	\N	\N	524288	57ed677f	4edae387d0399ab58c07928bea28b77937602af9	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cyb.13	\N	\N	4194304	f0dce192	b743938dc8e772dc3f63ed88a4a54c34fffdba21	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cyb.15	\N	\N	4194304	187aa39c	80e3cf5c69f13343de667e1476bb716d45d3ff63	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cyb.17	\N	\N	4194304	8a0e4b12	40132f3cc79b0a74460ebd4e0d4ddbe240efc06f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cyb.19	\N	\N	4194304	34b62612	154bbceb7d303a208abb1b2f3d507d5afacc71ed	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cyb.14	\N	\N	4194304	c1537957	bfb1cc6786277b94ce28bfd464e2bbb6f6d3486e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cyb.16	\N	\N	4194304	15349e86	b0cde577d29a9f4e718b673c8645529ef0ababc9	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cyb.18	\N	\N	4194304	d83e977d	e03f4a120c95a2f476ffc8492bca85e0c5cea068	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cyb.20	\N	\N	4194304	77cdad5c	94d0cc5f05de4bc2d43977d91f887005dc10310c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cyb.01	\N	\N	131072	9c0fb079	06d260875a76da08d56ea2b2ae277e8c2dbae6e3	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cyb.02	\N	\N	131072	51cb0c4e	c322957558d8d3e9dad090aebbe485978cbce8f5	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cyb.11	\N	\N	2097152	362ccab2	28e537067d4846f22657ee37166d18b8f05f4da1	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	cybotsj	cyb.12	\N	\N	2097152	7066e9cc	eb6a9d4998b3311344d73bae88d661d81609c492	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	ddsom	\N	\N	\N	\N	\N	Dungeons & Dragons: Shadow over Mystara (Euro 960209)	1996	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2e.03b	\N	\N	524288	cd2deb66	8a3fa5aca364f11bea76f69504e82416efc0ec11	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2e.04d	\N	\N	524288	bfee43cc	16cb34103bede42599ff3083a70ff918fdce9929	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2e.05b	\N	\N	524288	049ab19d	dfd2ed64c409389fed9b1d96955cbe0cf2abd2b7	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2e.06d	\N	\N	524288	3994fb8b	9b864f6cbd9b12d9409fcc2739e12f9a0775f205	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2e.07	\N	\N	524288	bb777a02	4b2c65a9129fc2262b35be1c10d06f60f5108981	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2e.08	\N	\N	524288	30970890	fd366a9323230f6997006ab4cc216f9a97865ebe	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2e.09	\N	\N	524288	99e2194d	cbcecdf5beeac3eac6c2c3fa395710e1b8347531	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2e.10	\N	\N	524288	e198805e	37ae9d88d98c59337b657cfa6feb56e4f9cae95f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2ex.03b	\N	\N	524288	e4924c80	de7cf9a9aac67cb50b34af69e9569a1fcd1f562d	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2ex.04d	\N	\N	524288	13c8b16f	75d6a97935a0798eec5dadc628c5f0a539c9fabc	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2.13	\N	\N	4194304	a46b4e6e	fb90f42868c581c481b4ceff9f692753fb186b30	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2.15	\N	\N	4194304	d5fc50fc	bc692f17b18bb47a724cd5152377cd5ccd6e184a	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2.17	\N	\N	4194304	837c0867	3d6db290a8f76299a23543f0ccf6a7905e1088ac	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2.19	\N	\N	4194304	bb0ec21c	e43ccc1cf63ccd2b504cc9fd701af849a7321914	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2.14	\N	\N	2097152	6d824ce2	0ccfe6c8a944937718e28a1a373b5822c7b7001b	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2.16	\N	\N	2097152	79682ae5	ee84f4791c29ce9e2bae06ba3ec47ff4d2cd7054	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2.18	\N	\N	2097152	acddd149	7f50de9b2d1cc733594c642be1804190519caffa	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2.20	\N	\N	2097152	117fb0c0	15c01fa1a71b6469b0e1bde0ce5835c5ff9d938c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2.01	\N	\N	131072	99d657e5	1528dd6b07a0e79951a35c0457c8a9c9770e9c78	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2.02	\N	\N	131072	117a3824	14f3a12170b601c5466c93af9d2f24e0b386b4e4	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2.11	\N	\N	2097152	98d0c325	7406e8d943d77c468eb418c4113261f4ab973bbf	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsom	dd2.12	\N	\N	2097152	5ea2e7fa	0e6a9fd007f637adcb2226c902394f07de45e803	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	ddsomjr1	\N	\N	ddsom	ddsom	\N	Dungeons & Dragons: Shadow over Mystara (Japan 960206)	1996	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2j.03b	\N	\N	524288	965d74e5	d7aa1b78043cdf09ee71a6dd5fe78e0588ca7875	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2j.04b	\N	\N	524288	958eb8f3	3d9747bc9091b0b42c953a19992b94cb2bf69159	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2j.05b	\N	\N	524288	d38571ca	f0105a4f201e11f489e44c8061b0025de2e32f93	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2j.06b	\N	\N	524288	6d5a3bbb	549e31398e706a80d41db6600555e27e902c335c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2.07	\N	\N	524288	909a0b8b	58bda17c36063a79df8b5031755c7909a9bda221	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2.08	\N	\N	524288	e53c4d01	bad872e4e793a39f68bc0e580772e982714b5876	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2.09	\N	\N	524288	5f86279f	c2a454e5f821b1cdd49f2cf0602e9bfb7ba63340	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2.10	\N	\N	524288	ad954c26	468c01735dbdb1114b37060546a660678290a97f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2jx.03b	\N	\N	524288	a63488bb	2b224a9f405a5ae67c99f67885c5fc0536d2207c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2jx.04b	\N	\N	524288	e3ff7985	3fbe184d7a066cb929239066ee2fccfd1d0314e6	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2.13	dd2.13	\N	4194304	a46b4e6e	fb90f42868c581c481b4ceff9f692753fb186b30	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2.15	dd2.15	\N	4194304	d5fc50fc	bc692f17b18bb47a724cd5152377cd5ccd6e184a	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2.17	dd2.17	\N	4194304	837c0867	3d6db290a8f76299a23543f0ccf6a7905e1088ac	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2.19	dd2.19	\N	4194304	bb0ec21c	e43ccc1cf63ccd2b504cc9fd701af849a7321914	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2.14	dd2.14	\N	2097152	6d824ce2	0ccfe6c8a944937718e28a1a373b5822c7b7001b	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2.16	dd2.16	\N	2097152	79682ae5	ee84f4791c29ce9e2bae06ba3ec47ff4d2cd7054	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2.18	dd2.18	\N	2097152	acddd149	7f50de9b2d1cc733594c642be1804190519caffa	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2.20	dd2.20	\N	2097152	117fb0c0	15c01fa1a71b6469b0e1bde0ce5835c5ff9d938c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2.01	dd2.01	\N	131072	99d657e5	1528dd6b07a0e79951a35c0457c8a9c9770e9c78	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2.02	dd2.02	\N	131072	117a3824	14f3a12170b601c5466c93af9d2f24e0b386b4e4	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2.11	dd2.11	\N	2097152	98d0c325	7406e8d943d77c468eb418c4113261f4ab973bbf	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomjr1	dd2.12	dd2.12	\N	2097152	5ea2e7fa	0e6a9fd007f637adcb2226c902394f07de45e803	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	ddsomu	\N	\N	ddsom	ddsom	\N	Dungeons & Dragons: Shadow over Mystara (US 960209)	1996	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2u.03d	\N	\N	524288	0f700d84	f4788d4046e0f6aba146c18a930196f5f9f8f14a	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2u.04d	\N	\N	524288	b99eb254	507ad31b0d77dfbaaaf0fa5830c4ef14845a80de	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2u.05d	\N	\N	524288	b23061f3	471a1238770a5109f34a0b450b214a5490cc6ecb	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2u.06d	\N	\N	524288	8bf1d8ce	384dda9dfa2a851d30432f29bba456e138a5ca28	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2.07	\N	\N	524288	909a0b8b	58bda17c36063a79df8b5031755c7909a9bda221	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2.08	\N	\N	524288	e53c4d01	bad872e4e793a39f68bc0e580772e982714b5876	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2.09	\N	\N	524288	5f86279f	c2a454e5f821b1cdd49f2cf0602e9bfb7ba63340	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2.10	\N	\N	524288	ad954c26	468c01735dbdb1114b37060546a660678290a97f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2ux.03d	\N	\N	524288	5cecbdb3	61a9e42711bd0b92244a269948e843b302566c3d	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2ux.04d	\N	\N	524288	1307a77d	5c0330c4ef657fa8af27c540f98d8c25f83e5994	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2.13	dd2.13	\N	4194304	a46b4e6e	fb90f42868c581c481b4ceff9f692753fb186b30	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2.15	dd2.15	\N	4194304	d5fc50fc	bc692f17b18bb47a724cd5152377cd5ccd6e184a	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2.17	dd2.17	\N	4194304	837c0867	3d6db290a8f76299a23543f0ccf6a7905e1088ac	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2.19	dd2.19	\N	4194304	bb0ec21c	e43ccc1cf63ccd2b504cc9fd701af849a7321914	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2.14	dd2.14	\N	2097152	6d824ce2	0ccfe6c8a944937718e28a1a373b5822c7b7001b	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2.16	dd2.16	\N	2097152	79682ae5	ee84f4791c29ce9e2bae06ba3ec47ff4d2cd7054	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2.18	dd2.18	\N	2097152	acddd149	7f50de9b2d1cc733594c642be1804190519caffa	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2.20	dd2.20	\N	2097152	117fb0c0	15c01fa1a71b6469b0e1bde0ce5835c5ff9d938c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2.01	dd2.01	\N	131072	99d657e5	1528dd6b07a0e79951a35c0457c8a9c9770e9c78	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2.02	dd2.02	\N	131072	117a3824	14f3a12170b601c5466c93af9d2f24e0b386b4e4	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2.11	dd2.11	\N	2097152	98d0c325	7406e8d943d77c468eb418c4113261f4ab973bbf	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddsomu	dd2.12	dd2.12	\N	2097152	5ea2e7fa	0e6a9fd007f637adcb2226c902394f07de45e803	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	ddtod	\N	\N	\N	\N	\N	Dungeons & Dragons: Tower of Doom (Euro 940412)	1993	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	ddtod	dade.03c	\N	\N	524288	8e73533d	6eece222e562dd0c453d8dec188c9553c46dfe3c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddtod	dade.04c	\N	\N	524288	00c2e82e	fad4dcdac8d6ef04b71e987936bf27e3d93809fc	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddtod	dade.05c	\N	\N	524288	ea996008	9f41679531e971e62483415c07ef4ee7489ff779	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddtod	dade.06a	\N	\N	524288	6225495a	a9a02abb072e3482ac92d7aed8ce9a5bcf636bc0	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddtod	dade.07a	\N	\N	524288	b3480ec3	a66f8dba67101fd71c2af4f3c3d71e55778a9f2c	\N	\N	\N	\N	\N	\N	
