game	NeoRAGEx_v0.6b	2020bb	\N	\N	\N	neogeo	\N	2020 Super Baseball (set 1)	1991	SNK / Pallas	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof2	aof2_m1.rom	\N	\N	131072	f27e9d52	dddae733d87ce7c88ad2580a8f64cb6ff9572e67	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof2	aof2_v1.rom	\N	\N	2097152	4628fde0	ece2a50f5270d844d58401b1447d1d856d78ea45	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof2	aof2_v2.rom	\N	\N	2097152	b710e2f2	df4da585203eea7554d3ce718eb107e9cb6a0254	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof2	aof2_v3.rom	\N	\N	1048576	d168c301	969273d1d11943e81560959359a2c4e69522af0e	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof2	aof2_c1.rom	\N	\N	2097152	17b9cbd2	1eee81e02763d384bd1c10a6012473ca931e4093	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof2	aof2_c2.rom	\N	\N	2097152	5fd76b67	11925a41a53b53c6df4a5ebd28f98300950f743b	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof2	aof2_c3.rom	\N	\N	2097152	d2c88768	22e2d84aa0c095944190e249ce87ef50d3f7b8ce	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof2	aof2_c4.rom	\N	\N	2097152	db39b883	59de86c513dc4e230ae25d9e3b7e84621b657b54	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof2	aof2_c5.rom	\N	\N	2097152	c3074137	9a75e3d63cb98d54f900dcfb3a03e21f3148d32f	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof2	aof2_c6.rom	\N	\N	2097152	31de68d3	13ba7046cdd6863125f8284e60f102d4720af5a4	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof2	aof2_c7.rom	\N	\N	2097152	3f36df57	79ee97e9ae811a51141b535633f90e1491209d54	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof2	aof2_c8.rom	\N	\N	2097152	e546d7a8	74a2fca994a5a93a5784a46c0f68193122456a09	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	aof3	\N	\N	\N	neogeo	\N	Art of Fighting 3 - The Path of the Warrior / Art of Fighting - Ryuuko no Ken Gaiden	1996	SNK	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof3	aof3_p1.rom	\N	\N	1048576	9edb420d	150d80707325ece351c72c21c6186cfb5996adba	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof3	aof3_p2.rom	\N	\N	2097152	4d5a2602	4c26d6135d2877d9c38169662033e9d0cc24d943	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof3	aof3_s1.rom	\N	\N	131072	cc7fd344	2c6846cf8ea61fb192ba181dbccb63594d572c0e	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof3	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof3	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof3	aof3_m1.rom	\N	\N	131072	cb07b659	940b379957c2987d7ab0443cb80c3ff58f6ba559	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof3	aof3_v1.rom	\N	\N	2097152	e2c32074	69426e7e63fc31a73d1cd056cc9ae6a2c4499407	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof3	aof3_v2.rom	\N	\N	2097152	a290eee7	e66a98cd9740188bf999992b417f8feef941cede	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof3	aof3_v3.rom	\N	\N	2097152	199d12ea	a883bf34e685487705a8dafdd0b8db15eb360e80	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof3	aof3_c1.rom	\N	\N	4194304	f6c74731	7cd585d40b0993e361a24f917aa220504f12c543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof3	aof3_c2.rom	\N	\N	4194304	f587f149	496446ecc7b39a034b4e28218afb147577a04ab5	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof3	aof3_c3.rom	\N	\N	4194304	7749f5e6	f777d55d10684e78b05c1301529b67ed6b6b4445	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof3	aof3_c4.rom	\N	\N	4194304	cbd58369	ff457eecbeef245db4e67ce4e8eddaf368bba93d	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof3	aof3_c5.rom	\N	\N	4194304	1718bdcd	a34e4b3aa41cc39415db7dacabe99ca6f8893545	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof3	aof3_c6.rom	\N	\N	4194304	4fca967f	83eea4b7d166feb4274bd2d658f4fdcb20629a40	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof3	aof3_c7.rom	\N	\N	2097152	51bd8ab2	c8def9c64de64571492b5b7e14b794e3c18f1393	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	aof3	aof3_c8.rom	\N	\N	2097152	9a34f99c	fca72d95ec42790a7f1e771a1e25dbc5bec5fc19	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	bakatono	\N	\N	\N	neogeo	\N	Bakatonosama Mahjong Manyuki	1991	Monolith Corp.	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bakatono	n058001a.038	\N	\N	524288	083ca651	8d947e5de3db3a8cf4195de3b149d4a7994704c1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bakatono	n058001a.378	\N	\N	131072	f3ef4485	c30bfceed7e669e4c97b0b3ec2e9f4271e5b6662	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bakatono	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bakatono	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bakatono	n058001a.4f8	\N	\N	65536	a5e05789	63985ed5b3491d0f7b0e2f59785f590bfe122330	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bakatono	n058001a.1f8	\N	\N	524288	d3edbde6	c8628a47e275137e340f2005775272a58a594d81	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bakatono	n058001a.1fc	\N	\N	524288	cc487705	3bc30dc485917a01756ed33b3507133549e3c1f8	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bakatono	n058001b.1f8	\N	\N	524288	e28cf9b3	6c0bc9f5f496edb89dd8dc7acbec3c361bcef0f3	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bakatono	n058001b.1fc	\N	\N	524288	96c3ece9	357ed280157897e26eeecce080da9757f1c03b35	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bakatono	n058001a.538	\N	\N	524288	acb82025	6bc9b61fdbcb04a1acc0c692a066791bf412d814	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bakatono	n058001a.53c	\N	\N	524288	c6954f8e	b7f09c1d5800ea82abee8f0b00d0c9395882fe00	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bakatono	n058001b.538	\N	\N	524288	eb751be8	50db6c2055160396f7a6e4ada9fa52a458046ad2	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bakatono	n058001b.53c	\N	\N	524288	1d39bad6	8f275cc73844760725b476264db0543a1327fb21	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bakatono	n058001a.638	\N	\N	524288	647ba28f	761884eabcf3be81614ee1d2cf6a86515b3fb628	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bakatono	n058001a.63c	\N	\N	524288	dffefa4f	bdc9bd4d09808a51d8fb27c337f0382d5ddd58df	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bakatono	n058001b.638	\N	\N	524288	6135247a	0c23a0894484689124873cfc37a4e0a05e226f2d	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bakatono	n058001b.63c	\N	\N	524288	0d40c953	f77d84cb6b9bfe580f69a319d4f4fd98389e6d49	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	bjourney	\N	\N	\N	neogeo	\N	Blue's Journey / Raguy	1990	Alpha Denshi Co.	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bjourney	bj-p1.rom	\N	\N	1048576	6a2f6d4a	b8ca548e56f1c7abcdce415ba7329e0cf698ee13	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bjourney	bj-s1.rom	\N	\N	131072	843c3624	dbdf86c193b7c1d795f8c21f2c103c1d3e18abbe	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bjourney	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bjourney	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bjourney	bj-m1.rom	\N	\N	65536	a9e30496	c7a42dc64007408fd9b3b9d3a54c523da3acf475	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bjourney	bj-v11.rom	\N	\N	1048576	2cb4ad91	169ec7303c4275155a66a88cc08270c24132bb36	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bjourney	bj-v22.rom	\N	\N	1048576	65a54d13	a591fbcedca8f679dacbebcd554e3aa3fd163e92	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bjourney	bj-c1.rom	\N	\N	1048576	4d47a48c	6e282285be72583d828e7765b1c1695ecdc44777	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bjourney	bj-c2.rom	\N	\N	1048576	e8c1491a	c468d2556b3de095aaa05edd1bc16d71303e9478	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bjourney	bj-c3.rom	\N	\N	524288	66e69753	974b823fc62236fbc23e727f25b61a805a707a9e	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bjourney	bj-c4.rom	\N	\N	524288	71bfd48a	47288be69e6992d09ebef108b4de9ffab6293dc8	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	blazstar	\N	\N	\N	neogeo	\N	Blazing Star	1997	Saurus	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	blazstar	bstar_p1.rom	\N	\N	1048576	183682f8	dcee1c2cf4a991ca1f9f2b40c4a738f21682807b	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	blazstar	bstar_p2.rom	\N	\N	2097152	9a9f4154	f8805453d0995c8fa16cd9accfb7a990071ca630	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	blazstar	bstar_s1.rom	\N	\N	131072	d56cb498	420ce56431dc7f3f7de84fcbc8c0a17b5eab205e	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	blazstar	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	blazstar	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	blazstar	bstar_m1.rom	\N	\N	131072	d31a3aea	e23abfeb23052f0358edcf2c83401025fe632511	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	blazstar	bstar_v1.rom	\N	\N	4194304	1b8d5bf7	67fc1f7e36e92a89cd1d415eb31a2892f57b0d04	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	blazstar	bstar_v2.rom	\N	\N	4194304	74cf0a70	b00451a2a30de2517ae3eca35eb1fe985b950eb8	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	blazstar	bstar_c1.rom	\N	\N	4194304	754744e0	8f498bc1722189c037568d0fe72d2012e87a4c85	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	blazstar	bstar_c2.rom	\N	\N	4194304	af98c037	954a860c79544310685ee22b29fd2153bee8acce	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	blazstar	bstar_c3.rom	\N	\N	4194304	7b39b590	27c606539f626df039ba7376dc1feeee8dc82911	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	blazstar	bstar_c4.rom	\N	\N	4194304	6e731b30	3499b8d9fbb881cdaf5d3022533ae1fd45a125e9	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	blazstar	bstar_c5.rom	\N	\N	4194304	9ceb113b	cb1318ff1e814fc797ba17f9fc0764d944eedf86	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	blazstar	bstar_c6.rom	\N	\N	4194304	6a78e810	f55e95d467851d790b10612ebc2e0dee352f49b9	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	blazstar	bstar_c7.rom	\N	\N	4194304	50d28eca	3e0f513fe07d16484a8c3896c8cb1b14c7e1a7bb	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	blazstar	bstar_c8.rom	\N	\N	4194304	cdbbb7d7	eadd2711bcb54e1ea6c449b459843ac3c0ac8415	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	breakers	\N	\N	\N	neogeo	\N	Breakers	1996	Visco	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakers	break_p1.rom	\N	\N	2097152	ed24a6e6	3fb77ae696d92d2f9a5d589e08b708545c7cda0a	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakers	break_s1.rom	\N	\N	131072	076fb64c	c166038128d7004f69932141f83b320a35c2b4ca	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakers	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakers	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakers	break_m1.rom	\N	\N	131072	3951a1c1	1e6442a7ea82ada9503d71045dd93e12bd05254f	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakers	break_v1.rom	\N	\N	4194304	7f9ed279	acd0558960ec29bfc3e3ee99d00e503bebff8513	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakers	break_v2.rom	\N	\N	4194304	1d43e420	26d09b8b18b4b802dbda4d6f06626c24d0b7c512	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakers	break_c1.rom	\N	\N	4194304	68d4ae76	2e820067f6963669f104bebf19e865fe4127b4dd	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakers	break_c2.rom	\N	\N	4194304	fdee05cd	efc4ffd790953ac7c25d5f045c64a9b49d24b096	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakers	break_c3.rom	\N	\N	4194304	645077f3	0ae74f3b4b3b88f128c6d8c0f35ffa53f5d67ef2	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakers	break_c4.rom	\N	\N	4194304	63aeb74c	9ff6930c0c3d79b46b86356e8565ce4fcd69ac38	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	breakrev	\N	\N	\N	neogeo	\N	Breakers Revenge	1998	Visco	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakrev	brev_p1.rom	\N	\N	2097152	c828876d	1dcba850e5cf8219d0945612cfded6d20ca8682a	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakrev	brev_s1.rom	\N	\N	131072	e7660a5d	1cd54964ba60b245ea57d9daf0e27b572b815d21	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakrev	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakrev	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakrev	brev_m1.rom	\N	\N	131072	00f31c66	8488598415c9b74bce00e05b31d96e3d1625c20d	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakrev	brev_v1.rom	\N	\N	4194304	e255446c	b3933340d49d4ba581f3bf1af7ad69d786205790	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakrev	brev_v2.rom	\N	\N	4194304	9068198a	71819b0475a5e173a2f9a6e4ff19a94655141c3c	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakrev	brev_c1.rom	\N	\N	4194304	68d4ae76	2e820067f6963669f104bebf19e865fe4127b4dd	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakrev	brev_c2.rom	\N	\N	4194304	fdee05cd	efc4ffd790953ac7c25d5f045c64a9b49d24b096	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakrev	brev_c3.rom	\N	\N	4194304	645077f3	0ae74f3b4b3b88f128c6d8c0f35ffa53f5d67ef2	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakrev	brev_c4.rom	\N	\N	4194304	63aeb74c	9ff6930c0c3d79b46b86356e8565ce4fcd69ac38	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakrev	brev_c5.rom	\N	\N	2097152	28ff1792	0cc5c16ac42f52cee74f88235aef0671bee33b4c	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	breakrev	brev_c6.rom	\N	\N	2097152	23c65644	9dc74c3075cf0f738b6b41e5e8d89a74a6c9ef07	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	bstars	\N	\N	\N	neogeo	\N	Baseball Stars Professional	1990	SNK	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars	n138001a.178	\N	\N	524288	b7b925bd	644c92fa90e74998e73714f74b1e0680ee372a07	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars	n138001a.17c	\N	\N	524288	329f26fc	2c8009edc88c6b26f7be5beb2b8d260aac394ee1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars	n138001a.378	\N	\N	131072	1a7fd0c6	3fc701b7afddab369ddf9dedfbc5e1aaf80b8af3	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars	n138001a.478	\N	\N	65536	79a8f4c2	08ca2b72fd9b0ed068dc918ecda51d13203a3481	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars	n138001a.538	\N	\N	524288	c55a7229	23a28f8ba6c1339dde4f674bbca6e6cffafabcc7	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars	n138001a.53c	\N	\N	524288	a0074bd9	f1b1ba3630befd595d141bfc580b1bbe01bee324	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars	n138001a.638	\N	\N	524288	cd3eeb2d	3997788c063cea48a901ff6033574d2c8a9e0516	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars	n138001a.63c	\N	\N	524288	d651fecf	3e7bbda2ecd487e568f8e8eb9b141941d6a761b9	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars	n138001b.178	\N	\N	524288	0c39f3c8	db8f8670639601215707d918d4fb93221460446a	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars	n138001b.17c	\N	\N	524288	c7e11c38	5abf2a7877e0162c758a4dcf09f183930fa7ef24	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars	n138001b.538	\N	\N	524288	d57767e6	cf18dd9cf6f9da09af7be5e0c9f7f12eaa61c129	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars	n138001b.638	\N	\N	524288	5d0a8692	1a0f767d11f73fd41aa2f1840fc300fb23b8d262	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars	n138001a.038	\N	\N	524288	68ce5b06	cab050a4efcf346463609910b367f7f6c1c0158b	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars	n138001a.278	\N	\N	524288	04a733d1	84159368c0f6de2c3b8121227201cd3422455cf6	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	bstars2	\N	\N	\N	neogeo	\N	Baseball Stars 2	1992	SNK	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars2	star2_p1.rom	\N	\N	524288	523567fd	f1e81eb4678f586b214ea102cde6effea1b0f768	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars2	star2_s1.rom	\N	\N	131072	015c5c94	f1c60cd3dc54986b39f630ef3bf48f68c68695dc	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars2	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars2	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars2	star2_m1.rom	\N	\N	65536	b2611c03	a2c8b850b53e445edabdfd44f05c64de596618b8	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars2	star2_v1.rom	\N	\N	1048576	cb1da093	4f4d1d5fefa9dda372083c045bf0d268a57ce8f1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars2	star2_v2.rom	\N	\N	1048576	1c954a9d	159bc6efdd531615461f6e16f83f6d4c4e67c237	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars2	star2_v3.rom	\N	\N	524288	afaa0180	c4a047e21f093830498a163598ed7bd48a8cf9d1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars2	star2_c1.rom	\N	\N	1048576	b39a12e1	bafe383bd7c5a6aac4cb92dabbc56e3672fe174d	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars2	star2_c2.rom	\N	\N	1048576	766cfc2f	79e1063925d54a57df943019a88bea56c9152df3	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars2	star2_c3.rom	\N	\N	1048576	fb31339d	f4e821299680970b2e979acc4a170029b968c807	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	bstars2	star2_c4.rom	\N	\N	1048576	70457a0c	a1e307f11ddab85d2e9c09d0428fac2e6da774b1	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	burningf	\N	\N	\N	neogeo	\N	Burning Fight (set 1)	1991	SNK	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	burningf	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	burningf	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	burningf	n054001a.038	\N	\N	524288	188c5e11	0f82b0e6fd93f43579f7cb2871e6840c738696af	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	burningf	n054001a.1f8	\N	\N	524288	b55b9670	b0ff38b2dca1361ad155e90be3674dbea1c0a53c	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	burningf	n054001a.1fc	\N	\N	524288	a0bcf260	5d1f2613cf4a292557f37e6f44a90b20d11ed8cd	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	burningf	n054001a.378	\N	\N	131072	6799ea0d	ec75ef9dfdcb0b123574fc6d81ebaaadfba32fb5	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	burningf	n054001a.4f8	\N	\N	131072	0c939ee2	57d580d3279e66b9fe66bbcc68529d3384a926ff	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	burningf	n054001a.538	\N	\N	524288	4ddc137b	02add8810ed4df43feda93dd61c308bf1752e1dc	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	burningf	n054001a.53c	\N	\N	524288	896d8545	415e5982275d43666d5b33c1a599e5fe073e0ab1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	burningf	n054001a.638	\N	\N	524288	7d7d87dc	efd24a8b6112c38e7d4bca46dfae227a80883be7	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	burningf	n054001a.63c	\N	\N	524288	39fe5307	6be6306324ff63715e5ddb33c9565a538472e014	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	burningf	n054001b.1f8	\N	\N	524288	270f4707	29e763acc9fd4b94d8b5d0ad917e20d8a66bbe49	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	burningf	n054001b.1fc	\N	\N	524288	924e3d69	927091f9a098f00eb303f5567f4ee926bcb170e3	\N	\N	\N	\N	\N	\N	
