game	nonmame	sfzch	\N	\N	\N	\N	\N	CPS Changer (Street Fighter ZERO)	1995	Capcom	\N	\N	\N	
game_rom	nonmame	bngbeadn	bgn_c2.rom	\N	\N	8388608	820ab36e	acad44f815989d5908585cfeff5658fe85a50ad8	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	bngbeadn	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	bngbeadn	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	bngbeadn	sp-s.sp1	sp-s.sp1	\N	131072	c7f2fa45	09576ff20b4d6b365e78e6a5698ea450262697cd	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	bngbeadn	usa_2slt.bin	usa_2slt.bin	\N	131072	e72943de	5c6bba07d2ec8ac95776aa3511109f5e1e2e92eb	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	bngbeadn	sp-e.sp1	sp-e.sp1	\N	131072	2723a5b5	5dbff7531cf04886cde3ef022fb5ca687573dcb8	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	bngbeadn	asia-s3.rom	asia-s3.rom	\N	131072	91b64be3	720a3e20d26818632aedf2c2fd16c54f213543e1	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	bngbeadn	vs-bios.rom	vs-bios.rom	\N	131072	f0e8f27d	ecf01eda815909f1facec62abf3594eaa8d11075	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	bngbeadn	sp-j2.rom	sp-j2.rom	\N	131072	acede59c	b6f97acd282fd7e94d9426078a90f059b5e9dd91	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	bngbeadn	sp1.jipan.1024	sp1.jipan.1024	\N	131072	9fb0abe4	18a987ce2229df79a8cf6a84f968f0e42ce4e59d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	bngbeadn	sm1.sm1	sm1.sm1	\N	131072	94416d67	42f9d7ddd6c0931fd64226a60dc73602b2819dcf	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	bngbeadn	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	bngbeadn	bgn_s1.rom	\N	\N	131072	bb50fb2d	7372939f328fb5e7d09c16985e09ae8c34702b0c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	bngbeadn	259-p1.bin	259-p1.bin	\N	2097152	88a37f8b	566db84850fad5e8fe822e8bba910a33e083b550	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	bngbeadn	259-m1.bin	259-m1.bin	\N	131072	85668ee9	7d3f51710cf90c097cd3faaeeef10ceb85cbb3e8	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	bngbeadn	259-v1.bin	259-v1.bin	\N	4194304	088eb8ab	608306e35501dd7d382d9f96b28e7550aa896a03	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	bngbeadn	259-v2.bin	259-v2.bin	\N	1048576	97528fe9	8f5eddbb3a9a225492479d1a44801f3916c8e791	\N	\N	\N	\N	\N	\N	
game	nonmame	ganryun	\N	\N	ganryu	ganryu	\N	Ganryu (decrypted C) (non-MAME)	1999	Visco	\N	\N	\N	
game_rom	nonmame	ganryun	252-p1.bin	252-p1.bin	\N	2097152	4b8ac4fb	93d90271bff281862b03beba3809cf95a47a1e44	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ganryun	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ganryun	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ganryun	sp-s.sp1	sp-s.sp1	\N	131072	c7f2fa45	09576ff20b4d6b365e78e6a5698ea450262697cd	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ganryun	usa_2slt.bin	usa_2slt.bin	\N	131072	e72943de	5c6bba07d2ec8ac95776aa3511109f5e1e2e92eb	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ganryun	sp-e.sp1	sp-e.sp1	\N	131072	2723a5b5	5dbff7531cf04886cde3ef022fb5ca687573dcb8	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ganryun	asia-s3.rom	asia-s3.rom	\N	131072	91b64be3	720a3e20d26818632aedf2c2fd16c54f213543e1	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ganryun	vs-bios.rom	vs-bios.rom	\N	131072	f0e8f27d	ecf01eda815909f1facec62abf3594eaa8d11075	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ganryun	sp-j2.rom	sp-j2.rom	\N	131072	acede59c	b6f97acd282fd7e94d9426078a90f059b5e9dd91	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ganryun	sp1.jipan.1024	sp1.jipan.1024	\N	131072	9fb0abe4	18a987ce2229df79a8cf6a84f968f0e42ce4e59d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ganryun	sm1.sm1	sm1.sm1	\N	131072	94416d67	42f9d7ddd6c0931fd64226a60dc73602b2819dcf	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ganryun	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ganryun	gann_s1.rom	\N	\N	131072	a8dadec9	e909764d0377705cde0cc0accfdaf9b520c1df02	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ganryun	252-m1.bin	252-m1.bin	\N	131072	30cc4099	46453b7aac41855a92724a785372f8daf931d8d4	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ganryun	252-v1.bin	252-v1.bin	\N	4194304	e5946733	d5904a50465af03d6ff33399a98f3259721ca0b2	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ganryun	gann_c1.rom	\N	\N	8388608	6bf7605b	6710cbc27d6ec35648f98f0ca541aaaeeffd0980	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ganryun	gann_c2.rom	\N	\N	8388608	596792ce	ad9c8f8b0e95396fade2b485d11a1b3d4cb65f37	\N	\N	\N	\N	\N	\N	
game	nonmame	garoun	\N	\N	garou	garou	\N	Garou: Mark of the Wolves (decrypted C) (non-MAME)	1999	SNK	\N	\N	\N	
game_rom	nonmame	garoun	253-ep1.p1	253-ep1.p1	\N	2097152	ea3171a4	bbda40f652baa0dc5fc6a006c001a1bdb0df43f6	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	253-ep2.p2	253-ep2.p2	\N	2097152	382f704b	0ace9c84a8b8a0524fd9a503e7d872de1bf1bd52	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	253-ep3.p3	253-ep3.p3	\N	2097152	e395bfdd	6b50f5ac15bf66b7e4e9bff57594fd3d7530c831	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	253-ep4.p4	253-ep4.p4	\N	2097152	da92c08e	5556f983ebcebc33160e90a6a6cf589d54c8cedc	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	253-sma.kf	253-sma.kf	\N	262144	98bc93dc	01fe3d18b50f770e131e8d8eeff4c630ba8c9551	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	sp-s.sp1	sp-s.sp1	\N	131072	c7f2fa45	09576ff20b4d6b365e78e6a5698ea450262697cd	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	usa_2slt.bin	usa_2slt.bin	\N	131072	e72943de	5c6bba07d2ec8ac95776aa3511109f5e1e2e92eb	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	sp-e.sp1	sp-e.sp1	\N	131072	2723a5b5	5dbff7531cf04886cde3ef022fb5ca687573dcb8	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	asia-s3.rom	asia-s3.rom	\N	131072	91b64be3	720a3e20d26818632aedf2c2fd16c54f213543e1	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	vs-bios.rom	vs-bios.rom	\N	131072	f0e8f27d	ecf01eda815909f1facec62abf3594eaa8d11075	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	sp-j2.rom	sp-j2.rom	\N	131072	acede59c	b6f97acd282fd7e94d9426078a90f059b5e9dd91	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	sp1.jipan.1024	sp1.jipan.1024	\N	131072	9fb0abe4	18a987ce2229df79a8cf6a84f968f0e42ce4e59d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	sm1.sm1	sm1.sm1	\N	131072	94416d67	42f9d7ddd6c0931fd64226a60dc73602b2819dcf	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	253-m1.bin	253-m1.bin	\N	262144	36a806be	90fb44dc0c3fb57946a0f35716056abb84a0f191	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	253-v1.bin	253-v1.bin	\N	4194304	263e388c	11f05feee170370c4bfc5053af79246a6e3de5dc	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	253-v2.bin	253-v2.bin	\N	4194304	2c6bc7be	c9c61054ce1a47bf1bf77a31117726b499df24a4	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	253-v3.bin	253-v3.bin	\N	4194304	0425b27d	986863c98fc3445487242dcf2ea75b075e7f33ee	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	253-v4.bin	253-v4.bin	\N	4194304	a54be8a9	d7123e79b43e8adfaa5ecadbfcbeb6be890ec311	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	motwn_c1.rom	\N	\N	8388608	497be3f2	3b4e524ff185db326cdefe115851ce282272fb58	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	motwn_c2.rom	\N	\N	8388608	6a9e95ca	d9730d2db58edfa660edab5bf0f7fc3ed058bccf	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	motwn_c3.rom	\N	\N	8388608	39373d2f	8c0307150bc31001605efbe0e38ae74e1e466d5d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	motwn_c4.rom	\N	\N	8388608	4de23f6c	b40bce471fb1815037e4c3705f8238e659a13a82	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	motwn_c5.rom	\N	\N	8388608	16634ba5	e51649efd039270139aa7292a28925e547b2be59	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	motwn_c6.rom	\N	\N	8388608	95671ffd	803ebeb74fefe88b9aba53cbca103c0e9145abcb	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	motwn_c7.rom	\N	\N	8388608	e36ce77f	71931559293182749ded13c52d8bac988a3a062f	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	garoun	motwn_c8.rom	\N	\N	8388608	ddbd1096	634cfb61398b3f1b983f7f3966b53f4cc3a78671	\N	\N	\N	\N	\N	\N	
game	nonmame	matrimnd	\N	\N	matrim	matrim	\N	Matrimelee (decrypted C) (non-MAME)	2002	Noise Factory / Atlus Corporation	\N	\N	\N	
game_rom	nonmame	matrimnd	matr_c1.rom	\N	\N	8388608	0ab54c54	31bca460462b8545b3e5264804987ab951e9b202	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	matr_c2.rom	\N	\N	8388608	b834dd89	579470839a8d23b2d22cf727d2b43c6c3c113e1f	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	matr_c3.rom	\N	\N	8388608	f31d68d4	a6b8aaf11d25f871b52e9626fe0e4ae0683c3c52	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	matr_c4.rom	\N	\N	8388608	58cfb6e9	106875db996ec29b0254b34f9d935c761cde20c4	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	matr_c5.rom	\N	\N	8388608	f3c0e3fd	3a2f14517617fb98a202ceec88d52891e1438c8e	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	matr_c6.rom	\N	\N	8388608	b53c8dcf	9f4b0bac92262e8c1c1055a70f13c7c326367f73	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	matr_c7.rom	\N	\N	8388608	3c1fb02a	43e170e6d48c01d8c323f9309f97e6038bab20d7	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	matr_c8.rom	\N	\N	8388608	5ee31f80	3cdd8037f5004df92f4c19ba0746c8bccb4e2473	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	sp-s.sp1	sp-s.sp1	\N	131072	c7f2fa45	09576ff20b4d6b365e78e6a5698ea450262697cd	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	usa_2slt.bin	usa_2slt.bin	\N	131072	e72943de	5c6bba07d2ec8ac95776aa3511109f5e1e2e92eb	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	sp-e.sp1	sp-e.sp1	\N	131072	2723a5b5	5dbff7531cf04886cde3ef022fb5ca687573dcb8	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	asia-s3.rom	asia-s3.rom	\N	131072	91b64be3	720a3e20d26818632aedf2c2fd16c54f213543e1	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	vs-bios.rom	vs-bios.rom	\N	131072	f0e8f27d	ecf01eda815909f1facec62abf3594eaa8d11075	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	sp-j2.rom	sp-j2.rom	\N	131072	acede59c	b6f97acd282fd7e94d9426078a90f059b5e9dd91	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	sp1.jipan.1024	sp1.jipan.1024	\N	131072	9fb0abe4	18a987ce2229df79a8cf6a84f968f0e42ce4e59d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	sm1.sm1	sm1.sm1	\N	131072	94416d67	42f9d7ddd6c0931fd64226a60dc73602b2819dcf	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	266-p1.bin	266-p1.bin	\N	1048576	5d4c2dc7	8d723b0d28ec344eef26009b361a2b97d300dd51	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	266-p2.bin	266-p2.bin	\N	4194304	a14b1906	1daa14d73512f760ef569b06f9facb279437d1db	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	266-m1.bin	266-m1.bin	\N	131072	456c3e6c	5a07d0186198a18d2dda1331093cf29b0b9b2984	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	266-m1_decrypted.bin	\N	\N	131072	d2f3742d	dd42f8a301f07e079fbc2bfd23e788baa03ca72d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	266-v1.bin	266-v1.bin	\N	8388608	a4f83690	200d683d8c30ebc6d0ed331aa5bbba39b4e07160	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	matrimnd	266-v2.bin	266-v2.bin	\N	8388608	d0f69eda	9d7e98976ad433ed8a35d7afffa38130444ba7db	\N	\N	\N	\N	\N	\N	
game	nonmame	mslug3nd	\N	\N	mslug3	mslug3	\N	Metal Slug 3 (non encrypted P, decrypted C) (non-MAME)	2000	Nazca	\N	\N	\N	
game_rom	nonmame	mslug3nd	256-ph1.rom	\N	\N	1048576	9c42ca85	7a8f77a89867b889295ae9b9dfd4ba28f02d234d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	256-ph2.rom	\N	\N	4194304	1f3d8ce8	08b05a8abfb86ec09a5e758d6273acf1489961f9	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	sp-s.sp1	sp-s.sp1	\N	131072	c7f2fa45	09576ff20b4d6b365e78e6a5698ea450262697cd	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	usa_2slt.bin	usa_2slt.bin	\N	131072	e72943de	5c6bba07d2ec8ac95776aa3511109f5e1e2e92eb	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	sp-e.sp1	sp-e.sp1	\N	131072	2723a5b5	5dbff7531cf04886cde3ef022fb5ca687573dcb8	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	asia-s3.rom	asia-s3.rom	\N	131072	91b64be3	720a3e20d26818632aedf2c2fd16c54f213543e1	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	vs-bios.rom	vs-bios.rom	\N	131072	f0e8f27d	ecf01eda815909f1facec62abf3594eaa8d11075	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	sp-j2.rom	sp-j2.rom	\N	131072	acede59c	b6f97acd282fd7e94d9426078a90f059b5e9dd91	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	sp1.jipan.1024	sp1.jipan.1024	\N	131072	9fb0abe4	18a987ce2229df79a8cf6a84f968f0e42ce4e59d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	sm1.sm1	sm1.sm1	\N	131072	94416d67	42f9d7ddd6c0931fd64226a60dc73602b2819dcf	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	256-m1.bin	256-m1.bin	\N	524288	eaeec116	54419dbb21edc8c4b37eaac2e7ad9496d2de037a	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	256-v1.bin	256-v1.bin	\N	4194304	f2690241	fd56babc1934d10e0d27c32f032f9edda7ca8ce9	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	256-v2.bin	256-v2.bin	\N	4194304	7e2a10bd	0d587fb9f64cba0315ce2d8a03e2b8fe34936dff	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	256-v3.bin	256-v3.bin	\N	4194304	0eaec17c	c3ed613cc6993edd6fc0d62a90bcd85de8e21915	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	256-v4.bin	256-v4.bin	\N	4194304	9b4b22d4	9764fbf8453e52f80aa97a46fb9cf5937ef15a31	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	ms3n_c1.rom	\N	\N	8388608	3540398c	0a96f2360eb26c66bf02bbc6f52230b55cc95e4e	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	ms3n_c2.rom	\N	\N	8388608	bdd220f0	f52851023f3bc120b05f622af0e0ab1bedc41604	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	ms3n_c3.rom	\N	\N	8388608	bfaade82	66b07e592c9a9b35567fe463496f8f75c32a7db9	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	ms3n_c4.rom	\N	\N	8388608	1463add6	4db91b46d6430da272d27d00a6dc0eb25949bea1	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	ms3n_c5.rom	\N	\N	8388608	48ca7f28	e903876be5fb4fa582c988d74c6bef1c3b9c7083	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	ms3n_c6.rom	\N	\N	8388608	806eb36f	a412a9cab80c326733dde7652d1db2a46afb3ebb	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	ms3n_c7.rom	\N	\N	8388608	9395b809	ca9ac9832017094eee3623f0b6c4c4b7b4f1374d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug3nd	ms3n_c8.rom	\N	\N	8388608	a369f9d4	f8146ea80a1a23da7e7e04c88f778ee9abdfeb5c	\N	\N	\N	\N	\N	\N	
game	nonmame	mslug4nd	\N	\N	mslug4	mslug4	\N	Metal Slug 4 (decrypted C) (non-MAME)	2002	Mega Enterprise / Playmore Corporation	\N	\N	\N	
game_rom	nonmame	mslug4nd	ms4n_c1.rom	\N	\N	8388608	a75ffcde	97f405a95a56615ae49f79e1a69f98cc2f2434ef	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	ms4n_c2.rom	\N	\N	8388608	5ab0d12b	8a3d95dd2e9cc1b6dcf6a957fed43ee390248307	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	ms4n_c3.rom	\N	\N	8388608	61af560c	aa7bc45e03a6bbd18eb56d118d4932102ccb196a	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	ms4n_c4.rom	\N	\N	8388608	f2c544fd	179b064f81b49f5808d7a7a5bce28e95b09e5abe	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	ms4n_c5.rom	\N	\N	8388608	84c66c44	9273f44bf11891aa04ddd2cbb6442d084c2a2e04	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	ms4n_c6.rom	\N	\N	8388608	5ed018ab	e78501fa8a80960093a4d54ce952681a98300148	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	sp-s.sp1	sp-s.sp1	\N	131072	c7f2fa45	09576ff20b4d6b365e78e6a5698ea450262697cd	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	usa_2slt.bin	usa_2slt.bin	\N	131072	e72943de	5c6bba07d2ec8ac95776aa3511109f5e1e2e92eb	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	sp-e.sp1	sp-e.sp1	\N	131072	2723a5b5	5dbff7531cf04886cde3ef022fb5ca687573dcb8	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	asia-s3.rom	asia-s3.rom	\N	131072	91b64be3	720a3e20d26818632aedf2c2fd16c54f213543e1	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	vs-bios.rom	vs-bios.rom	\N	131072	f0e8f27d	ecf01eda815909f1facec62abf3594eaa8d11075	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	sp-j2.rom	sp-j2.rom	\N	131072	acede59c	b6f97acd282fd7e94d9426078a90f059b5e9dd91	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	sp1.jipan.1024	sp1.jipan.1024	\N	131072	9fb0abe4	18a987ce2229df79a8cf6a84f968f0e42ce4e59d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	sm1.sm1	sm1.sm1	\N	131072	94416d67	42f9d7ddd6c0931fd64226a60dc73602b2819dcf	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	263-pg1.bin	263-pg1.bin	\N	1048576	27e4def3	a08785e8145981bb6b5332a3b2df7eb321253cca	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	263-p2.bin	263-p2.bin	\N	4194304	fdb7aed8	dbeaec38f44e58ffedba99e70fa1439c2bf0dfa3	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	263-m1.bin	263-m1.bin	\N	131072	46ac8228	5aeea221050c98e4bb0f16489ce772bf1c80f787	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	263-m1_decrypted.bin	\N	\N	131072	ef5db532	4aeba9e206b8f309610eb7e1891644f39aa61830	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	263-v1.bin	263-v1.bin	\N	8388608	01e9b9cd	0b045c2999449f7dab5ae8a42e957d5b6650431e	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug4nd	263-v2.bin	263-v2.bin	\N	8388608	4ab2bf81	77ccfa48f7e3daddef5fe5229a0093eb2f803742	\N	\N	\N	\N	\N	\N	
game	nonmame	mslug5nd	\N	\N	mslug5	mslug5	\N	Metal Slug 5 (decrypted C) (non-MAME)	2003	SNK Playmore	\N	\N	\N	
game_rom	nonmame	mslug5nd	ms5n_c1.rom	\N	\N	8388608	e8239365	e0a75902a783110049730b66ad3cbccdd804bf62	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug5nd	ms5n_c2.rom	\N	\N	8388608	89b21d4c	862ac31ce9570529b33e6f58ada0ac867a442679	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug5nd	ms5n_c3.rom	\N	\N	8388608	3cda13a0	5d029c92688384eafd65ad711a2954d0b86a3163	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug5nd	ms5n_c4.rom	\N	\N	8388608	9c00160d	c612102f9cd288bba4c245b5855d795e4362b217	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug5nd	ms5n_c5.rom	\N	\N	8388608	38754256	744d91d041998ca27ee2781188746797c65377bd	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug5nd	ms5n_c6.rom	\N	\N	8388608	59d33e9c	ed7f5c7db4c35ec5a7db0ad5436110b3fe80b89a	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug5nd	ms5n_c7.rom	\N	\N	8388608	c9f8c357	7064224afa887f57245f5479b0b46228539a131b	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug5nd	ms5n_c8.rom	\N	\N	8388608	fafc3eb9	f4f73194cc7fd151be3ca2561f993b5be7628369	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	mslug5nd	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
