game	CottAGE_v0.12	1942	\N	\N	\N	\N	\N	1942 (set 1)	1984	Capcom	\N	\N	\N	
game_rom	CottAGE_v0.12	1943j	bmprom.11	bmprom.11	\N	256	405aae37	94a06f81b775c4e49d57d42fc064d3072a253bbd	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943j	bmprom.12	bmprom.12	\N	256	c18aa136	684f04d9a5b94ae1db5fb95763e65271f4cf8e01	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	1943kai	\N	\N	\N	\N	\N	1943 Kai	1987	Capcom	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.01	\N	\N	32768	7d2211db	b02a0b3daf7e1e224b7cad8fbe93439bd5ec9f0b	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.02	\N	\N	65536	2ebbc8c5	3be5ad061411642723e3f2bcb7b3c3caa11ee15f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.03	\N	\N	65536	475a6ac5	fa07a855ba9173b6f81641c806ec7d938b0c282e	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.04	\N	\N	32768	884a8692	027aa8c868dc07ccd9e27705031107881aef4b91	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.06	\N	\N	32768	5f7e38b3	33f69ebe91a0ee45d9107171fed26da475aaab3a	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.07	\N	\N	32768	ff3751fd	bc942ddd46e7b147115e8ac22d24c2d018a7c373	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.08	\N	\N	32768	159d51bd	746aa49b18aff0eaf2fb875c573d455416d45a1d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.09	\N	\N	32768	8683e3d2	591dc4811b226fe11cd5441ecb51aa3e95e68ac5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.10	\N	\N	32768	1e0d9571	44ea9603020e9ab717e3e506f7ecf288506c0502	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.11	\N	\N	32768	f1fc5ee1	4ffc8e57734d3b59df695b86070511f1c447b992	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.12	\N	\N	32768	0f50c001	0e6367d3f0ba39a00ee0fa6e42ae9d43d12da23d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.13	\N	\N	32768	fd1acf8e	88477ff1e5fbbca251d8cd4f241b42618ba64a80	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.14	\N	\N	32768	cf0f5a53	dc50f3f937f52910dbd0cedbc232acfed0aa6a42	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.15	\N	\N	32768	6b1a0443	32337c840ccd6815fd5844c194365c58d708f6dc	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.16	\N	\N	32768	9416fe0d	92fbc8fffa4497747ab80abe20eef361f6525114	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.17	\N	\N	32768	3d5acab9	887d45b648fda952ae2137579f383ab8ede1facd	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.18	\N	\N	32768	7b62da1d	1926109a2ab2f550ca87b0d2af73abd2b4a7498d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.19	\N	\N	32768	868ababc	1c7be905f53c63bad25fbbd9b3cf82d2c7749bc3	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.20	\N	\N	32768	b90364c1	104bc02237eeead84c7f35462186d0a1af8761bc	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.21	\N	\N	32768	8c7fe74a	8846b57d7f47c10ab1f505c359ecf36dcbacb011	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.22	\N	\N	32768	d5ef8a0e	2e42b1fbbfe823a33740a56d1334657db56d24d2	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.23	\N	\N	32768	17f77ef9	8ebb4b440042436ec2db52bad808cced832db77c	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.24	\N	\N	32768	bf186ef2	cacbb8a61f8a64c3ba4ffde5ca6f07fe120b9a7e	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	1943kai.25	\N	\N	32768	a755faf1	8ee286d6ad7454ae34971f5891ddba4b76c244b0	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	bmk01.bin	\N	\N	256	e001ea33	4204bdf87820ac84bab2a1b5571a2ee28c4cdfc5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	bmk02.bin	\N	\N	256	af34d91a	94bc6514c980fdd1cb013ff0819d6f32464c581c	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	bmk03.bin	\N	\N	256	43e9f6ef	e1f58368fe0bd9b53f6c286ce5009b218a5197dc	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	bmk05.bin	\N	\N	256	41878934	8f28210ab1d409c89600169a136b74a706001cdf	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	bmk07.bin	\N	\N	256	76307f8d	8d655e2a5c50541795316d924b2f18b55f4b9571	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	bmk08.bin	\N	\N	256	dad17e2d	fdb18ddc7574153bb7e27ba08b04b9dc87061c02	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	bmk09.bin	\N	\N	256	59ea57c0	f961c7e9981cc819c2adf4efdc977841d284a3a2	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	bmk10.bin	\N	\N	256	de44b748	0694fb19d98ccda728424436fc7350da7b5bd05e	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	bmk11.bin	\N	\N	256	87a8854e	0cbc601b736d566d625867d65e0f7b2abb535c65	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	bmk12.bin	\N	\N	256	8765f8b0	f32bab8e3587434b864fe97da9423f2335ccba2e	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	bmprom.04	\N	\N	256	91a8a2e1	9583c87eff876f04bc2ccf7218cd8081f1bcdb94	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	1943kai	bmprom.06	\N	\N	256	0eaf5158	bafd4108708f66cd7b280e47152b108f3e254fc9	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	280zzzap	\N	\N	\N	\N	\N	Datsun 280 Zzzap	1976	Midway	\N	\N	\N	
game_rom	CottAGE_v0.12	280zzzap	zzzapc	\N	\N	1024	6e85aeaf	ffa6bb84ef1f7c2d72fd26c24bd33aa014aeab7e	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	280zzzap	zzzapd	\N	\N	1024	4c240ee1	972475f80253bb0d24773a10aec26a12f28e7c23	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	280zzzap	zzzape	\N	\N	1024	472493d6	ae5cf4481ee4b78ca0d2f4d560d295e922aa04a7	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	280zzzap	zzzapf	\N	\N	1024	adc6ede1	206bf2575696c4b14437f3db37a215ba33211943	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	280zzzap	zzzapg	\N	\N	1024	9639bc6b	b2e2497e421e79a411d07ebf2eed2bb8dc227003	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	280zzzap	zzzaph	\N	\N	1024	1fa86e1c	b9cf16eb037ada73631ed24297e9e3b3bf6ab3cd	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	arkangc	\N	\N	arkanoid	arkanoid	\N	Arkanoid (Game Corporation bootleg)	1986	bootleg	\N	\N	\N	
game_rom	CottAGE_v0.12	arkangc	07.bpr	07.bpr	\N	512	0af8b289	6bc589e8a609b4cf450aebedc8ce02d5d45c970f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkangc	08.bpr	08.bpr	\N	512	abb002fb	c14f56b8ef103600862e7930709d293b0aa97a73	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkangc	09.bpr	09.bpr	\N	512	a7c6c277	adaa003dcd981576ea1cc5f697d709b2d6b2ea29	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkangc	a75_03.rom	a75_03.rom	\N	32768	038b74ba	ac053cc4908b4075f918748b89570e07a0ba5116	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkangc	a75_04.rom	a75_04.rom	\N	32768	71fae199	5d253c46ccf4cd2976a5fb8b8713f0f345443d06	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkangc	a75_05.rom	a75_05.rom	\N	32768	c76374e2	7520dd48de20db60a2038f134dcaa454988e7874	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkangc	arkgc.1	\N	\N	32768	c54232e6	beb759cee68009a06824b755d2aa26d7d436b5b0	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkangc	arkgc.2	\N	\N	32768	9f0d4754	731c9224616a338084edd6944c754d68eabba7f2	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	arkatayt	\N	\N	arkanoid	arkanoid	\N	Arkanoid (Tayto bootleg, Japanese)	1986	bootleg	\N	\N	\N	
game_rom	CottAGE_v0.12	arkatayt	07.bpr	07.bpr	\N	512	0af8b289	6bc589e8a609b4cf450aebedc8ce02d5d45c970f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkatayt	08.bpr	08.bpr	\N	512	abb002fb	c14f56b8ef103600862e7930709d293b0aa97a73	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkatayt	09.bpr	09.bpr	\N	512	a7c6c277	adaa003dcd981576ea1cc5f697d709b2d6b2ea29	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkatayt	a75_03.rom	a75_03.rom	\N	32768	038b74ba	ac053cc4908b4075f918748b89570e07a0ba5116	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkatayt	a75_04.rom	a75_04.rom	\N	32768	71fae199	5d253c46ccf4cd2976a5fb8b8713f0f345443d06	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkatayt	a75_05.rom	a75_05.rom	\N	32768	c76374e2	7520dd48de20db60a2038f134dcaa454988e7874	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkatayt	arkanoid.1	\N	\N	32768	6e0a2b6f	5227d7a944cb1e815f60ec87a67f7462870ff9fe	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkatayt	arkanoid.2	\N	\N	32768	5a97dd56	b71c7b5ced2b0eebbcc5996dd21a1bb1c2da4819	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	arkbloc2	\N	\N	arkanoid	arkanoid	\N	Block (Game Corporation bootleg)	1986	bootleg	\N	\N	\N	
game_rom	CottAGE_v0.12	arkbloc2	07.bpr	07.bpr	\N	512	0af8b289	6bc589e8a609b4cf450aebedc8ce02d5d45c970f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkbloc2	08.bpr	08.bpr	\N	512	abb002fb	c14f56b8ef103600862e7930709d293b0aa97a73	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkbloc2	09.bpr	09.bpr	\N	512	a7c6c277	adaa003dcd981576ea1cc5f697d709b2d6b2ea29	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkbloc2	a75_03.rom	a75_03.rom	\N	32768	038b74ba	ac053cc4908b4075f918748b89570e07a0ba5116	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkbloc2	a75_04.rom	a75_04.rom	\N	32768	71fae199	5d253c46ccf4cd2976a5fb8b8713f0f345443d06	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkbloc2	a75_05.rom	a75_05.rom	\N	32768	c76374e2	7520dd48de20db60a2038f134dcaa454988e7874	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkbloc2	ark-6.bin	\N	\N	32768	0be015de	f4209085b59d2c96a62ac9657c7bf097da55362b	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	arkbloc2	arkgc.2	\N	\N	32768	9f0d4754	731c9224616a338084edd6944c754d68eabba7f2	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	bankp	\N	\N	\N	\N	\N	Bank Panic	1984	Sega	\N	\N	\N	
game_rom	CottAGE_v0.12	bankp	epr6165.bin	\N	\N	8192	aef34a93	513895cd3144977b3d9b5ac7f2bf40384d69e157	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bankp	epr6166.bin	\N	\N	8192	ca13cb11	3aca0b0d3f052a742e1cd0b96bfad834e78fcd7d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bankp	epr6167.bin	\N	\N	8192	3fa337e1	5fdc45436be27cceb5157bd6201c30e3de28fd7b	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bankp	epr6168.bin	\N	\N	8192	05f3a867	9da11c3cea967c5f0d7397c0ff4f87b4b1446c4c	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bankp	epr6169.bin	\N	\N	8192	1aa37fce	6e2402683145de8972a53c9ec01da9a422392bed	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bankp	epr6170.bin	\N	\N	8192	b58aa8fa	432b43cd9af4e3dab579cfd191b731aa11ceb121	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bankp	epr6171.bin	\N	\N	8192	a18165a1	9a7513ea84f9231edba4e637df28a1705c8cdeb0	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bankp	epr6172.bin	\N	\N	8192	c4c4878b	423143d81408eda96f87bdc3a306517c473cbe00	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bankp	epr6173.bin	\N	\N	16384	b8405d38	0f62a972f38b4ddcea77eb0e1d76c70ddbcb7b11	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bankp	epr6174.bin	\N	\N	16384	d29b1598	8c1ee4d23d8d6f93af3e22f2cba189b0055994fb	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bankp	epr6175.bin	\N	\N	16384	044552b8	8d50ba062483d4789cfd3ed86cea53dff0ff6968	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bankp	epr6176.bin	\N	\N	8192	c98ac200	1bdb87868deebe03da18280e617530c24118da1c	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bankp	pr6177.clr	\N	\N	32	eb70c5ae	13613dad6c14004278f777d6f3f62712a2a85773	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bankp	pr6178.clr	\N	\N	256	0acca001	54c354d825a24a9085867b114a2cd6835baebe55	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bankp	pr6179.clr	\N	\N	256	e53bafdb	7a414f6db5476dd7d0217e5b846ed931381eda02	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	blktiger	\N	\N	\N	\N	\N	Black Tiger	1987	Capcom	\N	\N	\N	
game_rom	CottAGE_v0.12	blktiger	blktiger.10e	\N	\N	65536	ae59b72e	6e72214b71f2f337af236c8be891a18570cb6fbb	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blktiger	blktiger.2n	\N	\N	32768	70175d78	2f02be2785d1824002145ea20db79821d0393929	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blktiger	blktiger.4a	\N	\N	65536	5fccbd27	33c55aa9c12b3121ca5c3b4c39a9b152b6946461	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blktiger	blktiger.4b	\N	\N	65536	7932c86f	b3b1bc1e2b0db5c2eb8772f8a2c35129cc80d511	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blktiger	blktiger.5a	\N	\N	65536	e2f17438	3e5fdae07d40febedc59c7c7c4d9c6f0d72b58b5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blktiger	blktiger.5b	\N	\N	65536	c4524993	9aa6c58004ca1117e5ac44ba8fc51e9128b921b8	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blktiger	blktiger.5e	\N	\N	32768	a8f98f22	f77c0d0ebf3e52a21d2c0c5004350a408b8e6d24	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blktiger	blktiger.6e	\N	\N	65536	7bef96e8	6d05a73d8400dead78c561b904bf6ef8311e7b91	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blktiger	blktiger.8a	\N	\N	65536	f449de01	f6b40e9eb2471b89c42ab84f4214295d284db0c3	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blktiger	blktiger.8b	\N	\N	65536	7ed7a122	3acc6d4c9731db0609c2e26e3bd255847149ca33	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blktiger	blktiger.8e	\N	\N	65536	4089e157	7972b1c745057802d4fd66d88b0101eb3c03e701	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blktiger	blktiger.9a	\N	\N	65536	fc33ccc6	d492626a88565c2626f98ecb1d74535f1ad68e4c	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blktiger	blktiger.9b	\N	\N	65536	dc49593a	e4ef42ba9f238fd43c8217657c92896f31d3912c	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blktiger	blktiger.9e	\N	\N	65536	ed6af6ec	bed303c51bcddf233ad0701306d557a60ce9f5a5	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	bktigerb	\N	\N	blktiger	blktiger	\N	Black Tiger (bootleg)	1987	bootleg	\N	\N	\N	
game_rom	CottAGE_v0.12	bktigerb	blktiger.10e	blktiger.10e	\N	65536	ae59b72e	6e72214b71f2f337af236c8be891a18570cb6fbb	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bktigerb	blktiger.2n	blktiger.2n	\N	32768	70175d78	2f02be2785d1824002145ea20db79821d0393929	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bktigerb	blktiger.4a	blktiger.4a	\N	65536	5fccbd27	33c55aa9c12b3121ca5c3b4c39a9b152b6946461	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bktigerb	blktiger.4b	blktiger.4b	\N	65536	7932c86f	b3b1bc1e2b0db5c2eb8772f8a2c35129cc80d511	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bktigerb	blktiger.5a	blktiger.5a	\N	65536	e2f17438	3e5fdae07d40febedc59c7c7c4d9c6f0d72b58b5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bktigerb	blktiger.5b	blktiger.5b	\N	65536	c4524993	9aa6c58004ca1117e5ac44ba8fc51e9128b921b8	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bktigerb	blktiger.6e	blktiger.6e	\N	65536	7bef96e8	6d05a73d8400dead78c561b904bf6ef8311e7b91	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bktigerb	blktiger.8a	blktiger.8a	\N	65536	f449de01	f6b40e9eb2471b89c42ab84f4214295d284db0c3	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bktigerb	blktiger.8b	blktiger.8b	\N	65536	7ed7a122	3acc6d4c9731db0609c2e26e3bd255847149ca33	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bktigerb	blktiger.9a	blktiger.9a	\N	65536	fc33ccc6	d492626a88565c2626f98ecb1d74535f1ad68e4c	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bktigerb	blktiger.9b	blktiger.9b	\N	65536	dc49593a	e4ef42ba9f238fd43c8217657c92896f31d3912c	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bktigerb	blktiger.9e	blktiger.9e	\N	65536	ed6af6ec	bed303c51bcddf233ad0701306d557a60ce9f5a5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bktigerb	btiger1.f6	\N	\N	32768	9d8464e8	c847ee9a22b8b636e85427214747e6bd779023e8	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bktigerb	btiger3.j6	\N	\N	65536	52c56ed1	b6ea61869dcfcedb8cfc14c613440e3f4649866f	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	blkdrgnb	\N	\N	blktiger	blktiger	\N	Black Dragon (bootleg)	1987	bootleg	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgnb	blkdrgon.10e	\N	\N	65536	c8d0c45e	66c2e5a74c5875a2c8e28740fe944bd943246ce5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgnb	blkdrgon.5b	\N	\N	65536	22d0a4b0	f9402ea9ffedcb280497a63c5eb352de9d4ca3fd	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgnb	blkdrgon.6e	\N	\N	65536	7d39c26f	562a3f578e109ae020f65e341c876ad7e510a311	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgnb	blkdrgon.9b	\N	\N	65536	9498c378	841934ddef724faf04162c4be4aea1684d8d8e0f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgnb	blkdrgon.9e	\N	\N	65536	4d1d6680	e137624c59392de6aaffeded99b024938360bd25	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgnb	blktiger.4a	blktiger.4a	\N	65536	5fccbd27	33c55aa9c12b3121ca5c3b4c39a9b152b6946461	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgnb	blktiger.5a	blktiger.5a	\N	65536	e2f17438	3e5fdae07d40febedc59c7c7c4d9c6f0d72b58b5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgnb	blktiger.8a	blktiger.8a	\N	65536	f449de01	f6b40e9eb2471b89c42ab84f4214295d284db0c3	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgnb	blktiger.9a	blktiger.9a	\N	65536	fc33ccc6	d492626a88565c2626f98ecb1d74535f1ad68e4c	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgnb	j1-5e	\N	\N	32768	97e84412	70a1add634750257d8f41a834d930919ce29c9fa	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgnb	j11-4b	\N	\N	65536	053ab15c	f0ddc71009ab5dd69ae463c3636ec2332c0556f8	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgnb	j13-8b	\N	\N	65536	663d5afa	e03c09c07cf92b7fdd2582824cf698f30e89f72d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgnb	j15-2n	\N	\N	32768	852ad2b7	9f30c0d7e1127589b03d8f45ea50e0f907181a4b	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgnb	j3-8e	\N	\N	65536	f4cd0f39	9efc5161c861c7ec8ae72509e71c6d7b71b22fc6	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	blkdrgon	\N	\N	blktiger	blktiger	\N	Black Dragon	1987	Capcom	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgon	blkdrgon.10e	\N	\N	65536	c8d0c45e	66c2e5a74c5875a2c8e28740fe944bd943246ce5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgon	blkdrgon.2n	\N	\N	32768	3821ab29	576f1839f63b0cad6b851d6e6a3e9dec21ac811d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgon	blkdrgon.4b	\N	\N	65536	c8b5fc52	621e899285ce6302e5b25d133d9cd52c09b7b202	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgon	blkdrgon.5b	\N	\N	65536	22d0a4b0	f9402ea9ffedcb280497a63c5eb352de9d4ca3fd	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgon	blkdrgon.5e	\N	\N	32768	27ccdfbc	3caafe00735ba9b24d870ee61ad2cae541551024	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgon	blkdrgon.6e	\N	\N	65536	7d39c26f	562a3f578e109ae020f65e341c876ad7e510a311	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgon	blkdrgon.8b	\N	\N	65536	5b0df8ce	57d10b48bd61b0224ce21b36bde8d2479e8e5df4	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgon	blkdrgon.8e	\N	\N	65536	d1bf3757	b19f8b986406bde65ac7f0d55d54f87b37f5e42f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgon	blkdrgon.9b	\N	\N	65536	9498c378	841934ddef724faf04162c4be4aea1684d8d8e0f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgon	blkdrgon.9e	\N	\N	65536	4d1d6680	e137624c59392de6aaffeded99b024938360bd25	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgon	blktiger.4a	blktiger.4a	\N	65536	5fccbd27	33c55aa9c12b3121ca5c3b4c39a9b152b6946461	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgon	blktiger.5a	blktiger.5a	\N	65536	e2f17438	3e5fdae07d40febedc59c7c7c4d9c6f0d72b58b5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgon	blktiger.8a	blktiger.8a	\N	65536	f449de01	f6b40e9eb2471b89c42ab84f4214295d284db0c3	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	blkdrgon	blktiger.9a	blktiger.9a	\N	65536	fc33ccc6	d492626a88565c2626f98ecb1d74535f1ad68e4c	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	bombjack	\N	\N	\N	\N	\N	Bomb Jack (set 1)	1984	Tehkan	\N	\N	\N	
game_rom	CottAGE_v0.12	bombjack	02_p04t.bin	\N	\N	4096	398d4a02	ac18a8219f99ba9178b96c9564de3978e39c59fd	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bombjack	03_e08t.bin	\N	\N	4096	9f0470d5	94ef52ef47b4399a03528fe3efeac9c1d6983446	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	bombjack	04_h08t.bin	\N	\N	4096	81ec12e6	e29ba193f21aa898499187603b25d2e226a07c7b	\N	\N	\N	\N	\N	\N	
