game	Hoot_20011002	1941	\N	\N	\N	\N	\N	1941 [sound only]	1990	Capcom	\N	\N	\N	
game	Hoot_20011002	sdi	\N	\N	\N	\N	\N	Strategic Defense Initiative [sound only]	1987	Sega	\N	\N	\N	
game_rom	Hoot_20011002	sdi	a7.rom	\N	\N	32768	793f9f7f	9e4fde376db9e99a83eb2fc734c6721c122ba9af	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	sectionz	\N	\N	\N	\N	\N	Section Z [sound only]	1985	Capcom	\N	\N	\N	
game_rom	Hoot_20011002	sectionz	11e_sz04.bin	\N	\N	32768	a6073566	d7dc382ba780cc4f25f7d7e7630cff1090488843	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	seganinj	\N	\N	\N	\N	\N	Sega Ninja [sound only]	1985	Sega	\N	\N	\N	
game_rom	Hoot_20011002	seganinj	6559.120	\N	\N	8192	5a1570ee	fd9215e007b6687d057ea7aee01f6d3dcbc8f894	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	sexyparo	\N	\N	\N	\N	\N	Sexy Parodius [sound only]	1996	Konami	\N	\N	\N	
game_rom	Hoot_20011002	sexyparo	533a08.9c	\N	\N	131072	06d14cff	21c01a06eabfacc4ac1d83bfad389f3dfa41b95f	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sexyparo	533a09.7c	\N	\N	131072	a93c6f0b	bee1abab985c7163212cad1a4bc0a427804dfed3	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sexyparo	533a22.9g	\N	\N	2097152	97233814	dba20a81517796b7baf7c82551bd7f1c1a8ecd7e	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sexyparo	533a23.7g	\N	\N	2097152	1bb7552b	3c6f96b4ab97737c3634c08b94dd304d5517d88d	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	sf2t	\N	\N	\N	\N	\N	Street Fighter 2 CE [sound only]	1992	Capcom	\N	\N	\N	
game_rom	Hoot_20011002	sf2t	s92_09.bin	\N	\N	65536	08f6b60e	8258fcaca4ac419312531eec67079b97f471179c	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sf2t	s92_18.bin	\N	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sf2t	s92_19.bin	\N	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	sfa	\N	\N	\N	\N	\N	Street Fighter Alpha [sound only]	1995	Capcom	\N	\N	\N	
game_rom	Hoot_20011002	sfa	sfz.01	\N	\N	131072	ffffec7d	75b4aef001b72a0f571b51b2b97803facc1832dd	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sfa	sfz.02	\N	\N	131072	45f46a08	e32dbd27b52ab708278045b5a829376e55a4ca81	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sfa	sfz.11	\N	\N	2097152	c4b093cd	256526bb693a0b72443f047e060304c9b739acd1	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sfa	sfz.12	\N	\N	2097152	8bdbc4b4	0e21c9a75a17a7e7dfd8bb51098c2b9dc4c933ec	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	sfa2	\N	\N	\N	\N	\N	Street Fighter Alpha 2 [sound only]	1996	Capcom	\N	\N	\N	
game_rom	Hoot_20011002	sfa2	sz2.01	\N	\N	131072	1bc323cf	83fbd6e9b327700dc9f1c59700b7385bc3705749	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sfa2	sz2.02	\N	\N	131072	ba6a5013	7814f3e56b69529b9860dd61c3b1e8d700244b03	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sfa2	sz2.11	\N	\N	2097152	aa47a601	a4d1ee89c84a3b9db06469bb66e85293b5aa9ac9	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sfa2	sz2.12	\N	\N	2097152	2237bc53	96d5693047e4cf1ed10a8ee1905cea267a278e92	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	sfa3	\N	\N	\N	\N	\N	Street Fighter Alpha 3 [sound only]	1998	Capcom	\N	\N	\N	
game_rom	Hoot_20011002	sfa3	sz3.01	\N	\N	131072	de810084	fd0b969b732921ed8b40c16fbfa30ee09c7a7cbd	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sfa3	sz3.02	\N	\N	131072	72445dc4	14fca7596ac45ba655016eef5b6120f9f9671c23	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sfa3	sz3.11	\N	\N	4194304	1c89eed1	649a0b0a3eb72e2e69e9fb1ac51a58b70daa39f3	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sfa3	sz3.12	\N	\N	4194304	f392b13a	fa04ce0370144a49bd1d5acd873eef87b0dc9d15	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	sgemf	\N	\N	\N	\N	\N	Pocket Fighter [sound only]	1997	Capcom	\N	\N	\N	
game_rom	Hoot_20011002	sgemf	pcf.01	\N	\N	131072	254e5f33	c413ec0630b9bdd15e64f42893eba8958a09b573	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sgemf	pcf.02	\N	\N	131072	6902f4f9	9bfe4ddade3c666076d26a2b545120f6d059fd7c	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sgemf	pcf.11	\N	\N	4194304	a5dea005	3ae79baf6ff5bd527f82b26f164c7e3c65423ae2	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sgemf	pcf.12	\N	\N	4194304	4ce235fe	795b94557e954cc0e45fd3778b609064d57a34a2	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	shadowld	\N	\N	\N	\N	\N	Shadow World [sound only]	1987	Namco	\N	\N	\N	
game_rom	Hoot_20011002	shadowld	ns1-mcu.bin	\N	\N	4096	ffb5c0bd	7a38c0cc2553c627f4ec507fb6e807cf7d537c02	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	shadowld	yd1.sd0	\N	\N	65536	a9cb51fb	c46345b36306d35f73e25d0c8b1af53936927f0b	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	shadowld	yd1.sd1	\N	\N	65536	65d1dc0d	e758fa5279c1a36c7dad941091694daed13f8b9a	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	shangonb	\N	\N	\N	\N	\N	Super Hang-On [sound only]	1992	bootleg	\N	\N	\N	
game_rom	Hoot_20011002	shangonb	s-hangon.01	\N	\N	65536	8b10e601	75e9bcdd3f096be9bed672d61064b9240690deec	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	shangonb	s-hangon.02	\N	\N	65536	da08ca2b	2c94c127efd66f6cf86b25e2653637818a99aed1	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	shangonb	s-hangon.03	\N	\N	32768	83347dc0	079bb750edd6372750a207764e8c84bb6abf2f79	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	sharrier	\N	\N	\N	\N	\N	Sace Harrier [sound only]	1985	Sega	\N	\N	\N	
game_rom	Hoot_20011002	sharrier	ic72.bin	\N	\N	16384	504e76d9	302af9101da01c97ca4be6acd21fb5b8e8f0b7ef	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sharrier	ic73.bin	\N	\N	16384	d6397933	b85bb47efb6c113b3676b10ab86f1798a89d45b4	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sharrier	snd7231.256	\N	\N	32768	871c6b14	6d04ddc32fdf1db409cb519890821bd10fc9e58b	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sharrier	snd7232.256	\N	\N	32768	4b59340c	a01ba8580b65dd17bfd92560265e502d95d3ff16	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	shinobi	\N	\N	\N	\N	\N	Shinobi [sound only]	1987	Sega	\N	\N	\N	
game_rom	Hoot_20011002	shinobi	shinobi.a7	\N	\N	32768	2457a7cf	ddfac640e442537acb015de8bb088659f5a217ee	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	shinobi	shinobi.a8	\N	\N	32768	c8df8460	0aeb41a493df155edb5f600f53ec43b798927dff	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	shinobi	shinobi.a9	\N	\N	32768	e5a4cf30	d1982da7a550c11ab2253f5d64ac6ab847da0a04	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	shippumd	\N	\N	\N	\N	\N	Shippu Mahou Daisakusen [sound only]	1994	Raizing/8ing	\N	\N	\N	
game_rom	Hoot_20011002	shippumd	ma02rom2.bin	\N	\N	65536	dde8a57e	f522a3f17e229c71512464349760a9e27778bf6a	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	shippumd	ma02rom6.bin	\N	\N	524288	199e7cae	0f5e13cc8ec42c80bb4bbff90aba29cdb15213d4	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	sjryuko	\N	\N	\N	\N	\N	Sukeban Jansi Ryuko [sound only]	????	Sega	\N	\N	\N	
game_rom	Hoot_20011002	sjryuko	epr12244.a7	\N	\N	32768	cb2a47e5	d7569a78522ec9104da7586ae7d17837599f92ee	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sjryuko	epr12245.a8	\N	\N	32768	66164134	ef9dc24ee0817ffd16416243190f29dc80309966	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sjryuko	epr12246.a9	\N	\N	32768	f1242582	f5734b31b449f3f09a0cacc712059644eedee006	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sjryuko	epr12247.a10	\N	\N	32768	ef8a64c6	525e0d968c72c6dd73df69b55b8626495d154649	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sjryuko	epr12248.a11	\N	\N	32768	d1eabdab	f255a66e082353768e8d2bb574e883a4a45f7670	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	skykid	\N	\N	\N	\N	\N	Sky Kid [sound only]	1985	Namco	\N	\N	\N	
game_rom	Hoot_20011002	skykid	sk1-mcu.bin	\N	\N	4096	6ef08fb3	4842590d60035a0059b0899eb2d5f58ae72c2529	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	skykid	sk4-3c.bin	\N	\N	8192	a460d0e0	7124ffeb3b84b282940dcbf9421ae4934bcce1c8	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	skykiddx	\N	\N	\N	\N	\N	Skykid Dx [sound only]	1986	Namco	\N	\N	\N	
game_rom	Hoot_20011002	skykiddx	rt1-mcu.bin	\N	\N	4096	6ef08fb3	4842590d60035a0059b0899eb2d5f58ae72c2529	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	skykiddx	sk3_4.6b	\N	\N	16384	e6cae2d6	b6598aaee0136b0980e13326cb2835aadadd9543	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	slmdunk1	\N	\N	\N	\N	\N	Slam Dunk [sound only]	1993	Konami	\N	\N	\N	
game_rom	Hoot_20011002	slmdunk1	247a05	\N	\N	131072	64e85430	542919c3be257c8f118fc21d3835d7b6426a22ed	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	slmdunk1	247a06	\N	\N	2097152	b8b2a67e	a873d32f4b178c714743664fa53c0dca29cb3ce4	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	slmdunk1	247a07	\N	\N	2097152	0108142d	4dc6a36d976dad9c0da5a5b1f01f2eb3b369c99d	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	slmdunk2	\N	\N	\N	\N	\N	Slam Dunk 2 [sound only]	1996	Konami	\N	\N	\N	
game_rom	Hoot_20011002	slmdunk2	505a06	\N	\N	131072	920013f1	6bd7f2bdeaa777412d12eeef4ba6c7f952805739	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	slmdunk2	505a07	\N	\N	131072	5641c603	1af1f92032e7f870e1668e8d720742fb53c4d0e2	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	slmdunk2	505a22	\N	\N	2097152	c2b67a9d	9ff091972d7fad50bf0df2b3d8b5ee989e3df27f	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	slmdunk2	505a23	\N	\N	2097152	67f03445	9b5c1d1bb7b0ee275862d10effd9daed49568af4	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	soccerss	\N	\N	\N	\N	\N	Soccer Superstar [sound only]	????	Konami	\N	\N	\N	
game_rom	Hoot_20011002	soccerss	427a06.9m	\N	\N	131072	979df65d	7499e9a27aa562692bd3a296789696492a6254bc	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	soccerss	427a07.6m	\N	\N	131072	8dbaf4c7	cb69bf94090a4871b35e7ba1f58e3225077b82cd	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	soccerss	427a15.11r	\N	\N	1048576	33ce2b8e	b0936386cdc7c41f33b1d7b4f5ce25fe618d1286	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	soccerss	427a16.9r	\N	\N	2097152	39547265	c0efd68c0c1ea59141045150842f36d43e1f01d8	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	sol_snd	\N	\N	\N	\N	\N	Solvalou [sound only]	1991	Namco	\N	\N	\N	
game_rom	Hoot_20011002	sol_snd	sv1snd0.bin	\N	\N	131072	5e007864	94da2d51544c6127056beaa251353038646da15f	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sol_snd	sv1voi0.bin	\N	\N	524288	7f61bbcf	b3b7e66e24d9cb16ebd139237c1e51f5d60c1585	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sol_snd	sv1voi1.bin	\N	\N	524288	c732e66c	14e75dd9bea4055f85eb2bcbf69cf6695a3f7ec4	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sol_snd	sv1voi2.bin	\N	\N	524288	51076298	ec52c9ae3029118f3ea3732948d6de28f5fba561	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	sol_snd	sv1voi3.bin	\N	\N	524288	33085ff3	0a30b91618c250a5e7bd896a8ceeb3d16da178a9	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	sonicbom	\N	\N	\N	\N	\N	Sonic Boom [sound only]	????	Sega	\N	\N	\N	
game_rom	Hoot_20011002	sonicbom	epr11347.a7	\N	\N	32768	b41f0ced	946b58c0f5b4541fac93add065916319302fe5e0	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	spf2t	\N	\N	\N	\N	\N	Super Puzzle Fighter 2X [sound only]	1996	Capcom	\N	\N	\N	
game_rom	Hoot_20011002	spf2t	pzf.01	\N	\N	131072	600fb2a3	1fab1c2a23bf6ad8309d29ddbbc29435a8aeea13	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	spf2t	pzf.02	\N	\N	131072	496076e0	1ee4e135140afd0e8e03231e570cd77d140f6367	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	spf2t	pzf.11	\N	\N	2097152	78442743	b61190bb586871de6d54af580e3e1d9cc0de0acb	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	spf2t	pzf.12	\N	\N	2097152	399d2c7b	e849dea97b8d16540415c0d9bbc4f9f4eb755ec4	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	splatter	\N	\N	\N	\N	\N	Splatter House [sound only]	1988	Namco	\N	\N	\N	
game_rom	Hoot_20011002	splatter	ns1-mcu.bin	\N	\N	4096	ffb5c0bd	7a38c0cc2553c627f4ec507fb6e807cf7d537c02	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	splatter	sound0	\N	\N	65536	90abd4ad	caeba5befcf57d90671786c7ef1ce49d54821949	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	splatter	sound1	\N	\N	65536	8ece9e0a	578da932a7684c6f633dde1d6412011c727c2380	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	spmonaco	\N	\N	\N	\N	\N	Super Monaco Gp [sound only]	1989	Sega	\N	\N	\N	
game_rom	Hoot_20011002	spmonaco	epr12436.bin	\N	\N	65536	16ec5f0a	307b7388b5c36fd4bc2a61f7941db44858e03c5c	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	spmonaco	epr12437.bin	\N	\N	131072	a1c7e712	fa7fa8c39690ae5dab8b28af5aeed5ffae2cd6de	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	spmonaco	epr12438.bin	\N	\N	131072	6573d46b	c4a4a0ea35250eff28a5bfd5e9cd372f52fd1308	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	spmonaco	epr12439.bin	\N	\N	131072	13bf6de5	92228a05ec33d606491a1da98c4989f69cddbb49	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	ssf2	\N	\N	\N	\N	\N	Super Street Fighter 2 [sound only]	1993	Capcom	\N	\N	\N	
game_rom	Hoot_20011002	ssf2	sfx.01	\N	\N	131072	b47b8835	c8b2d50fe3a329bd0592ea160d505155d873dab1	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	ssf2	sfx.02	\N	\N	131072	0022633f	cab3afc79da53e3887eb1ccd1f4d19790728e6cd	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	ssf2	sfx.11	\N	\N	2097152	9bdbd476	a8520f77f30b97aae36408e0c4ca1ebbde1808a5	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	ssf2	sfx.12	\N	\N	2097152	a05e3aab	d4eb9cae66c74e956569fea8b815156fbd420f83	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	ssriders	\N	\N	\N	\N	\N	Sunset Riders [sound only]	1991	Konami	\N	\N	\N	
game_rom	Hoot_20011002	ssriders	sr_1d.rom	\N	\N	1048576	59810df9	a0affc6330bdbfab1447dc0cf13c20ff708c2c71	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	ssriders	sr_e01.rom	\N	\N	65536	44b9bc52	4654d6e14c6956c40a19cb41155accb63f0da338	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	starblad	\N	\N	\N	\N	\N	Starblade [sound only]	1991	Namco	\N	\N	\N	
game_rom	Hoot_20011002	starblad	st1snd0.bin	\N	\N	131072	c0e934a3	678ed6705c6f494d7ecb801a4ef1b123b80979a5	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	starblad	st1voi0.bin	\N	\N	524288	5b3d43a9	cdc04f19dc91dca9fa88ba0c2fca72aa195a3694	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	starblad	st1voi1.bin	\N	\N	524288	413e6181	e827ec11f5755606affd2635718512aeac9354da	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	starblad	st1voi2.bin	\N	\N	524288	067d0720	a853b2d43027a46c5e707fc677afdaae00f450c7	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	starblad	st1voi3.bin	\N	\N	524288	8b5aa45f	e1214e639200758ad2045bde0368a2d500c1b84a	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	strider	\N	\N	\N	\N	\N	Strider [sound only]	1989	Capcom	\N	\N	\N	
game_rom	Hoot_20011002	strider	strider.09	\N	\N	65536	2ed403bc	4ce863ea40d789db5a7cfce91d2c7c720deb9be5	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	strider	strider.18	\N	\N	131072	4386bc80	fb2b261995aeacfa13e7ee40b1a973dfb178f015	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	strider	strider.19	\N	\N	131072	444536d7	a14f5de2f6b5b29ae5161dca1f8c08c566301a91	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	suprloco	\N	\N	\N	\N	\N	Super Loco-Motive [sound only]	1982	Sega	\N	\N	\N	
game_rom	Hoot_20011002	suprloco	ic64.bin	\N	\N	8192	0aa57207	b29b533505cb5b47c90534f2f610baeb7265d030	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	suzuka81	\N	\N	\N	\N	\N	Suzuka 8 Hours [sound only]	1992	Namco	\N	\N	\N	
game_rom	Hoot_20011002	suzuka81	eh1-snd0.bin	\N	\N	131072	36748d3c	30bf3310b513c7fcee28a908563459e154c5292a	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	suzuka81	eh1-voi1.bin	\N	\N	524288	71e534d3	2981de315e660b878673b5d3816886e96f0556d6	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	suzuka81	eh1-voi2.bin	\N	\N	524288	3e20df8e	7f1d57a5a73c45c69f0afd137a630bf07c4e7a9c	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	suzuka82	\N	\N	\N	\N	\N	Suzuka 8 Hours 2 [sound only]	1993	Namco	\N	\N	\N	
game_rom	Hoot_20011002	suzuka82	ehs1snd0.bin	\N	\N	131072	fc95993b	e8ecd6dc37634bdd030b8cea0b69818fba5a9388	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	suzuka82	ehs1voi1.bin	\N	\N	524288	bf94eb42	61bb36550a58ffb8ad0ab8f5b51eddd7824ae8bc	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	suzuka82	ehs1voi2.bin	\N	\N	524288	0e427604	ebb15f53713c24731f6ebdc37ece88587cce5616	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	swings3	\N	\N	\N	\N	\N	Sonic Wings 3 [sound only]	1995	Video System Co.	\N	\N	\N	
game_rom	Hoot_20011002	swings3	sonw3_m1.rom	\N	\N	131072	b20e4291	0e891ab53f9fded510295dfc7818bc59b4a9dd97	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	swings3	sonw3_v1.rom	\N	\N	4194304	6f885152	8175804d5c1420c5d37b733d4a8fa2aa81e59f1b	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	swings3	sonw3_v2.rom	\N	\N	1048576	32187ccd	35a93de2a23bdec181c504d9c21a871bf86edee1	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	syvalion	\N	\N	\N	\N	\N	Syvalion [sound only]	1988	Taito Corporation	\N	\N	\N	
game_rom	Hoot_20011002	syvalion	b51-17.bin	\N	\N	524288	d85096aa	dac39ed182e9eda06575f1667c4c1ff9a4a56599	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	syvalion	b51-18.bin	\N	\N	524288	8b23ac83	340b9e7f09c1809a332b41d3fb579f5f8cd6367f	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	syvalion	b51-23.bin	\N	\N	65536	734662de	0058d6de68f26cd58b9eb8859e15f3ced6bd3489	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	teddybb	\N	\N	\N	\N	\N	Teddy Boy Blues [sound only]	1985	Sega	\N	\N	\N	
game_rom	Hoot_20011002	teddybb	6748.120	\N	\N	8192	c2a1b89d	55c5461640ccb26bed332c13adfbb99c27237bcb	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	tetris	\N	\N	\N	\N	\N	Tetris [sound only]	1988	Sega	\N	\N	\N	
game_rom	Hoot_20011002	tetris	s-prog.rom	\N	\N	32768	bd9ba01b	fafa7dc36cc057a50ae4cdf7a35f3594292336f4	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	thnderxj	\N	\N	\N	\N	\N	Thundercross Jap [sound only]	1988	Konami	\N	\N	\N	
game_rom	Hoot_20011002	thnderxj	873-f01.f8	\N	\N	32768	ea35ffa3	91e82b77d4f3af8238fb198db26182bebc5026e4	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	thndrbld	\N	\N	\N	\N	\N	Thunder Blade [sound only]	1987	Sega	\N	\N	\N	
game_rom	Hoot_20011002	thndrbld	11317.epr	\N	\N	131072	d4e7ac1f	ec5d6e4949938adf56e5613801ae56ff2c3dede5	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	thndrbld	11318.epr	\N	\N	131072	70d3f02c	391aac2bc5673e06150de27e19c7c6359da8ca82	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	thndrbld	11319.epr	\N	\N	131072	50d9242e	a106371bf680c3088ec61f07fc5c4ce467973c15	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	thndrbld	thnbld.17	\N	\N	65536	d37b54a4	c230fe7241a1f13ca13506d1492f348f506c40a7	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	thunderx	\N	\N	\N	\N	\N	Thundercross [sound only]	1988	Konami	\N	\N	\N	
game_rom	Hoot_20011002	thunderx	873h01.f8	\N	\N	32768	990b7a7c	0965e7350c6006a9652cea0f24d836b4979910fd	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	tkmmpzdm	\N	\N	\N	\N	\N	Tokimeki Memorial [sound only]	1995	Konami	\N	\N	\N	
game_rom	Hoot_20011002	tkmmpzdm	515a04.9c	\N	\N	131072	a9b7bb45	ad11a7b5c24a03658ff4309dbd8c7334f4adf7b4	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	tkmmpzdm	515a05.7c	\N	\N	131072	dea4ca2f	5d11469a93293381228233baad6896e098994d9b	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	tkmmpzdm	515a13.9g	\N	\N	2097152	4b066b00	874dd49847b10e6d9c39decb81557534baa36d79	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	tkmmpzdm	515a14.7g	\N	\N	2097152	128cc944	b0cd2ec1b9a2ac936d57b6d6c2a70f9c13dc97a5	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	tmnt	\N	\N	\N	\N	\N	Teenage Mutant Ninja Turtles [sound only]	1989	Konami	\N	\N	\N	
game_rom	Hoot_20011002	tmnt	963-a26	\N	\N	131072	e2ac3063	5bb294c46fb5eaba9935a18c0aa5d3931168f474	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	tmnt	963-e20	\N	\N	32768	1692a6d6	68c3419012b2863e91a7d7e479fce5ceabb10b88	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	todruaga	\N	\N	\N	\N	\N	The Tower Of Druaga [sound only]	1984	Namco	\N	\N	\N	
game_rom	Hoot_20011002	todruaga	druaga4.bin	\N	\N	8192	ae9d06d9	3d8621fdd74fafa61f342886faa37f0aab50c5a7	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	todruaga	todruaga.spr	\N	\N	256	07104c40	16db55525034bacb71e7dc8bd2a7c3c4464d4808	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	tokkaedm	\N	\N	\N	\N	\N	Tokkae DM [sound only]	1996	Konami	\N	\N	\N	
game_rom	Hoot_20011002	tokkaedm	td615a08.9c	\N	\N	131072	a5340de4	96d74624f44423e57fe8fcecadecdd76d91c27bc	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	tokkaedm	td615a09.7c	\N	\N	131072	c61f954c	5242a2872db1db9ab4edd9951c2ac2d872f06dc7	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	tokkaedm	td615a22.9g	\N	\N	2097152	ea7e47dd	5bf5bad9427b083757c400eaf58c63a6267c1caf	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	tokkaedm	td615a23.7g	\N	\N	2097152	22d71f36	3f24bb4cd8e1d693b42219e05960ad0c756b08cb	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	toutrun	\N	\N	\N	\N	\N	Turbo Outrun [sound only]	1989	Sega	\N	\N	\N	
